fips,population,median_household_income,cluster_model4,color
17129,12611.0,60486.0,46,orange
17131,16107.0,54757.0,22,orange
17133,33539.0,70859.0,35,red
17135,29348.0,46966.0,11,orange
17137,35129.0,45978.0,11,orange
17139,14927.0,49681.0,40,orange
17141,52397.0,54849.0,22,orange
17143,187112.0,51147.0,41,orange
17145,21810.0,42478.0,1,green
17147,16495.0,66261.0,28,orange
17149,16144.0,40588.0,1,green
17151,4331.0,39223.0,45,green
17153,5871.0,31980.0,8,green
17155,5822.0,56358.0,22,orange
17051,22136.0,43944.0,34,green
17157,33069.0,48158.0,11,orange
17159,16127.0,44127.0,34,green
17161,147161.0,48817.0,39,orange
17163,267029.0,49895.0,15,orange
17165,24783.0,38258.0,45,green
17167,199016.0,56167.0,23,orange
17169,7311.0,47723.0,11,orange
17171,5198.0,47222.0,11,orange
17173,22115.0,47850.0,11,orange
17175,5859.0,50085.0,40,orange
17177,46625.0,45331.0,34,orange
17179,135697.0,58194.0,23,orange
17181,17551.0,42606.0,1,green
17183,80368.0,42977.0,32,green
17185,11652.0,47491.0,11,orange
17187,17701.0,43699.0,34,green
17189,14457.0,53202.0,4,orange
17191,16555.0,44993.0,34,green
17193,14464.0,44648.0,34,green
17195,57525.0,47401.0,11,orange
17197,683995.0,76101.0,37,red
17199,67121.0,44453.0,34,green
17055,39694.0,39512.0,45,green
17057,36323.0,46083.0,11,orange
17059,5385.0,39636.0,45,green
17071,7042.0,47672.0,11,orange
17069,4228.0,38838.0,45,green
17067,18738.0,47699.0,11,orange
17065,8322.0,44159.0,34,green
17103,35027.0,52379.0,4,orange
17095,52112.0,39976.0,45,green
27077,3949.0,42263.0,1,green
27073,7023.0,49903.0,40,orange
27003,338764.0,70873.0,5,red
27009,39221.0,52178.0,4,orange
27015,25391.0,52598.0,4,orange
27137,200506.0,48331.0,39,orange
27019,95715.0,86323.0,12,red
27023,12154.0,50858.0,40,orange
27025,53834.0,71001.0,35,red
27033,11632.0,46750.0,11,orange
27035,63048.0,49435.0,40,orange
27037,408456.0,75567.0,5,red
27039,20290.0,68116.0,28,orange
27041,36620.0,54531.0,22,orange
27043,14230.0,47540.0,11,orange
27045,20843.0,51665.0,4,orange
27047,30897.0,47105.0,11,orange
27049,46377.0,57062.0,22,orange
27051,5961.0,50174.0,40,orange
27053,1197776.0,65834.0,14,red
27055,18812.0,53809.0,4,orange
27057,20574.0,47486.0,11,orange
27059,38296.0,59865.0,46,orange
27063,10211.0,50574.0,40,orange
27065,16003.0,47384.0,11,orange
27067,42444.0,52632.0,4,orange
27069,4480.0,52326.0,4,orange
27079,27707.0,60632.0,46,orange
27081,5808.0,49575.0,40,orange
27083,25699.0,51600.0,4,orange
27085,36046.0,56128.0,22,orange
27087,5496.0,41118.0,1,green
27091,20350.0,51391.0,40,orange
27093,23129.0,55042.0,22,orange
27095,25809.0,49094.0,40,orange
27097,32962.0,50049.0,40,orange
27099,39227.0,49427.0,40,orange
27101,8529.0,51983.0,4,orange
27103,33086.0,58640.0,46,orange
27105,21687.0,50625.0,40,orange
27107,6692.0,50377.0,40,orange
27109,148736.0,68023.0,28,red
27113,14110.0,47127.0,11,orange
27115,29218.0,44549.0,34,green
27117,9354.0,46990.0,11,orange
27121,10948.0,52785.0,4,orange
27123,527411.0,56104.0,44,orange
27125,4061.0,50332.0,40,orange
27127,15723.0,47211.0,11,orange
27129,15171.0,52149.0,4,orange
27131,64886.0,59598.0,46,orange
27133,9563.0,51496.0,40,orange
27135,15615.0,53199.0,4,orange
27139,137322.0,87794.0,12,red
27141,90401.0,74170.0,35,red
27143,15021.0,56990.0,22,orange
27145,152595.0,56336.0,23,orange
27147,36523.0,57858.0,46,orange
27149,9771.0,52302.0,4,orange
27151,9525.0,49035.0,40,orange
27153,24466.0,46414.0,11,orange
27155,3429.0,49186.0,40,orange
27157,21381.0,56510.0,22,orange
27159,13759.0,41906.0,1,green
27161,19076.0,53564.0,4,orange
27163,246670.0,83706.0,12,red
27165,11054.0,50604.0,40,orange
27169,51213.0,50547.0,40,orange
27171,128691.0,73557.0,35,red
27173,10092.0,53041.0,4,orange
27011,5134.0,47794.0,11,orange
27013,65125.0,50061.0,40,orange
29011,12166.0,37467.0,45,green
29013,16643.0,41060.0,1,green
29015,18854.0,33042.0,8,green
29017,12356.0,39707.0,45,green
29019,170770.0,49899.0,39,orange
29021,89561.0,46315.0,39,orange
29023,42951.0,35738.0,24,green
29025,9083.0,43691.0,34,green
29027,44566.0,47744.0,11,orange
29029,43927.0,44816.0,34,green
29031,77606.0,46050.0,11,orange
29033,9096.0,42415.0,1,green
29035,6284.0,33034.0,8,green
29037,100781.0,61584.0,46,orange
29039,13892.0,31532.0,8,green
29041,7650.0,40642.0,1,green
29043,80904.0,53270.0,4,orange
29045,6919.0,43883.0,34,green
29047,230361.0,62099.0,0,orange
29049,20498.0,54773.0,22,orange
29051,76533.0,53088.0,4,orange
29053,17593.0,44549.0,34,green
29055,24660.0,36743.0,24,green
29061,8277.0,41642.0,1,green
29063,12782.0,41406.0,1,green
29065,15612.0,36831.0,24,green
29067,13516.0,30508.0,8,green
29069,31562.0,31077.0,8,green
29071,101828.0,48480.0,39,orange
29073,14948.0,42826.0,1,green
29075,6785.0,41912.0,1,green
29077,283206.0,41227.0,43,green
29079,10256.0,37656.0,45,green
29081,8722.0,39301.0,45,green
29083,22034.0,42181.0,1,green
29085,9335.0,32122.0,8,green
29087,4615.0,42500.0,1,green
29089,10182.0,44820.0,34,green
29091,40326.0,32784.0,8,green
29093,10322.0,36239.0,24,green
29095,680905.0,46869.0,30,orange
29099,221577.0,55348.0,23,orange
29101,54155.0,49792.0,40,orange
29103,4035.0,38289.0,45,green
29105,35514.0,39712.0,45,green
29107,32916.0,50723.0,40,orange
29009,35726.0,39033.0,45,green
29111,10172.0,43909.0,34,green
29113,53850.0,53718.0,4,orange
29115,12401.0,37997.0,45,green
29117,15042.0,43350.0,34,green
29119,22763.0,38368.0,45,green
29121,15460.0,36976.0,24,green
29123,12401.0,35097.0,24,green
29125,9057.0,39700.0,45,green
29127,28840.0,40814.0,1,green
29129,3718.0,40768.0,1,green
29131,24956.0,38094.0,45,green
29133,14208.0,28347.0,48,green
29135,15801.0,47725.0,11,orange
29137,8680.0,43138.0,34,green
29139,11939.0,39830.0,45,green
29141,20225.0,33525.0,8,green
29143,18411.0,33630.0,8,green
29145,58777.0,43290.0,34,green
29147,23186.0,35854.0,24,green
29149,10979.0,29851.0,48,green
29151,13758.0,52693.0,4,orange
29153,9537.0,31399.0,8,green
29155,17837.0,29238.0,48,green
29157,19100.0,51499.0,40,orange
29159,42215.0,39928.0,45,green
29161,45029.0,41618.0,1,green
29163,18517.0,41750.0,1,green
29165,93394.0,68254.0,28,red
29167,31107.0,41130.0,1,green
29169,53443.0,47931.0,11,orange
29171,4895.0,36346.0,24,green
29173,10243.0,47345.0,11,orange
29175,25135.0,37832.0,45,green
29177,23031.0,52526.0,4,orange
29179,6578.0,35648.0,24,green
29181,13990.0,32444.0,8,green
29183,374805.0,72415.0,5,red
29185,9520.0,32046.0,8,green
29186,17990.0,47014.0,11,orange
29187,66010.0,39741.0,45,green
29189,1001327.0,59755.0,14,red
29195,23334.0,40101.0,1,green
29197,4395.0,37500.0,45,green
29199,4873.0,39772.0,45,green
29201,39061.0,39162.0,45,green
29203,8317.0,32404.0,8,green
29205,6179.0,39087.0,45,green
29207,29837.0,38203.0,45,green
29209,31375.0,40510.0,1,green
29211,6512.0,40197.0,1,green
29213,53555.0,38357.0,45,green
29215,25735.0,35088.0,24,green
29217,20878.0,40693.0,1,green
29219,33043.0,51133.0,40,orange
29221,25048.0,35305.0,24,green
29223,13397.0,33750.0,8,green
29225,36690.0,44451.0,34,green
29227,2082.0,45952.0,11,orange
29229,18449.0,29778.0,48,green
29510,50242.08771929824,41809.40350877193,1,green
29057,7618.0,37035.0,24,green
29059,16564.0,38062.0,45,green
29001,25560.0,37516.0,45,green
29003,17328.0,55613.0,22,orange
29005,5440.0,43933.0,34,green
29007,25783.0,41310.0,1,green
29109,38244.0,40597.0,1,green
55079,955939.0,43873.0,31,orange
55101,194895.0,55584.0,23,orange
55001,20451.0,43640.0,34,green
55005,45686.0,45714.0,34,orange
55011,13319.0,50196.0,40,orange
55013,15334.0,41135.0,1,green
55015,49678.0,67427.0,28,orange
55017,63209.0,52109.0,4,orange
55019,34518.0,45048.0,34,green
55021,56607.0,59769.0,46,orange
55023,16483.0,44459.0,34,green
55025,510198.0,62865.0,33,red
55027,88547.0,53783.0,4,orange
55033,44159.0,49788.0,40,orange
55035,101281.0,49513.0,39,orange
55037,4476.0,48643.0,11,orange
55039,101920.0,55473.0,22,orange
55041,9150.0,40636.0,1,green
55043,51489.0,49067.0,40,orange
55045,37044.0,56219.0,22,orange
55047,18966.0,46780.0,11,orange
55049,23769.0,55188.0,22,orange
55053,20543.0,47851.0,11,orange
55055,84345.0,56877.0,22,orange
55057,26494.0,44961.0,34,green
55063,117048.0,50539.0,39,orange
55065,16835.0,51445.0,40,orange
55067,19551.0,41775.0,1,green
55069,28286.0,49721.0,40,orange
55073,135177.0,54083.0,41,orange
55077,15140.0,46242.0,11,orange
55137,24321.0,45166.0,34,green
55078,4451.0,35343.0,24,green
55081,45274.0,50694.0,40,orange
55085,35653.0,46516.0,11,orange
55087,180430.0,58765.0,23,orange
55091,7372.0,49516.0,40,orange
55135,52125.0,51994.0,4,orange
55133,393873.0,76545.0,5,red
55129,15700.0,42368.0,1,green
55127,103039.0,53445.0,41,orange
55125,21355.0,41061.0,1,green
55123,30279.0,47675.0,11,orange
55121,29412.0,51077.0,40,orange
55119,20569.0,45420.0,34,green
55115,41563.0,47861.0,11,orange
55113,16483.0,41665.0,1,green
55111,62992.0,51055.0,40,orange
55109,86118.0,70886.0,35,red
55107,14357.0,39194.0,45,green
55105,160727.0,50324.0,41,orange
55103,17746.0,44810.0,34,green
55099,13800.0,43137.0,34,green
55097,70432.0,51613.0,4,orange
55095,43572.0,50714.0,40,orange
55093,40799.0,61611.0,10,orange
55139,169004.0,52018.0,41,orange
55141,74012.0,48961.0,39,orange
55059,167738.0,54918.0,41,orange
55131,132921.0,69237.0,28,red
17097,702898.0,78026.0,37,red
17031,5236393.0,55251.0,36,purple
55071,80521.0,48398.0,39,orange
55009,254717.0,53527.0,15,orange
55029,27731.0,51928.0,4,orange
55061,20483.0,56863.0,22,orange
27027,60879.0,57965.0,46,orange
27071,13054.0,42919.0,34,green
27075,10750.0,48417.0,11,orange
27031,5194.0,52299.0,4,orange
27021,28519.0,46531.0,11,orange
27001,15839.0,42252.0,1,green
27061,45354.0,47761.0,11,orange
27111,57511.0,52365.0,4,orange
27005,33138.0,52038.0,4,orange
27029,8752.0,43421.0,34,green
27119,31547.0,53326.0,4,orange
27089,9453.0,54092.0,4,orange
55031,43799.0,47095.0,11,orange
55051,5907.0,42543.0,1,green
55007,15050.0,46665.0,11,orange
55003,15993.0,39381.0,45,green
55075,41287.0,43425.0,34,green
55083,37476.0,52765.0,4,orange
55089,87273.0,76433.0,25,red
27167,6526.0,51476.0,40,orange
55117,115226.0,53713.0,41,orange
12027,34957.0,35165.0,24,green
12111,288006.0,43459.0,20,green
12051,38363.0,36771.0,24,green
12049,27468.0,35457.0,24,green
12055,98328.0,35093.0,24,green
12097,300870.0,44254.0,20,orange
12105,626676.0,43162.0,30,orange
12061,142866.0,45798.0,32,orange
12093,39255.0,35405.0,24,green
12043,13272.0,34877.0,24,green
12085,151586.0,51593.0,41,orange
12087,75901.0,57290.0,22,orange
12103,931477.0,45819.0,31,orange
12115,392038.0,51766.0,15,orange
12115,392038.0,51766.0,15,orange
12011,1843152.0,51968.0,9,purple
12021,341091.0,57452.0,0,orange
12086,2639042.0,43129.0,29,purple
12099,1378806.0,53363.0,21,red
5055,43382.0,41286.0,1,green
5057,22336.0,32122.0,8,green
5059,33316.0,40000.0,45,green
5061,13555.0,34229.0,24,green
5063,36952.0,36265.0,24,green
5065,13480.0,32630.0,8,green
5067,17597.0,31261.0,8,green
5069,73548.0,36747.0,24,green
5071,25930.0,34139.0,24,green
5073,7270.0,31194.0,8,green
5075,17029.0,32379.0,8,green
5077,9966.0,28393.0,48,green
5079,14062.0,32580.0,8,green
5081,12720.0,36205.0,24,green
5083,22001.0,35325.0,24,green
5085,70691.0,53631.0,4,orange
5089,16458.0,34195.0,24,green
5091,43652.0,40317.0,1,green
5093,44864.0,34612.0,24,green
5095,7713.0,27647.0,48,green
5097,9197.0,33037.0,8,green
5087,15702.0,37691.0,45,green
5099,8793.0,30691.0,8,green
5101,8052.0,34536.0,24,green
5103,25044.0,31293.0,8,green
5105,10300.0,42346.0,1,green
5107,20391.0,26844.0,48,green
5109,11087.0,33097.0,8,green
5111,24210.0,33070.0,8,green
5113,20364.0,33702.0,8,green
5115,62830.0,39810.0,45,green
5117,8402.0,35833.0,24,green
5119,390463.0,46140.0,20,orange
5121,17695.0,34044.0,8,green
5123,27345.0,32105.0,8,green
5125,113833.0,55817.0,22,orange
5127,10870.0,37321.0,45,green
5129,7965.0,33083.0,8,green
5131,127273.0,38575.0,43,green
5133,17268.0,36579.0,24,green
5135,17055.0,30691.0,8,green
5137,12512.0,29264.0,48,green
5139,40633.0,38678.0,45,green
5141,17002.0,32312.0,8,green
5143,216432.0,43524.0,32,green
5145,78660.0,42554.0,1,green
5147,6983.0,28993.0,48,green
5149,21835.0,37804.0,45,green
5009,37227.0,39251.0,45,green
20195,2951.0,54000.0,4,orange
20193,7925.0,48504.0,11,orange
20191,23638.0,50141.0,40,orange
20189,5772.0,55433.0,22,orange
20187,2149.0,43780.0,34,green
20185,4320.0,47377.0,11,orange
20183,3740.0,43848.0,34,green
20181,6054.0,39029.0,45,green
20179,2531.0,49750.0,40,orange
20177,178792.0,50378.0,41,orange
20175,23274.0,47134.0,11,orange
20173,506529.0,50657.0,30,orange
20171,4928.0,51850.0,4,orange
20169,55735.0,47801.0,11,orange
20167,6988.0,41102.0,1,green
20165,3184.0,38854.0,45,green
20163,5186.0,43558.0,34,green
20161,75022.0,44437.0,34,green
20159,10014.0,48460.0,11,orange
20157,4806.0,40449.0,1,green
20155,64058.0,45288.0,34,orange
20153,2545.0,41579.0,1,green
20151,9739.0,49550.0,40,orange
20149,22625.0,60216.0,46,orange
20147,5501.0,44170.0,34,green
20145,6911.0,43250.0,34,green
20143,6048.0,52479.0,4,orange
20141,3782.0,40216.0,1,green
20139,16080.0,49915.0,40,orange
20137,5590.0,47852.0,11,orange
20135,3077.0,44904.0,34,green
20133,16423.0,43195.0,34,green
20131,10159.0,48653.0,11,orange
20129,3106.0,46028.0,11,orange
20127,5750.0,47089.0,11,orange
20125,34184.0,41083.0,1,green
20123,6296.0,48217.0,11,orange
20121,32688.0,60966.0,46,orange
20119,4383.0,52250.0,4,orange
20117,10005.0,45374.0,34,green
20115,12290.0,45927.0,11,orange
20113,29252.0,56128.0,22,orange
20111,33462.0,40021.0,45,green
20109,2793.0,46875.0,11,orange
20107,9528.0,46964.0,11,orange
20105,3154.0,44276.0,34,green
20103,78227.0,63726.0,10,orange
20101,1674.0,56507.0,22,orange
20099,21048.0,41439.0,1,green
20097,2536.0,43963.0,34,green
20095,7790.0,50844.0,40,orange
20093,3952.0,50506.0,40,orange
20091,566814.0,76113.0,37,red
20089,3038.0,40553.0,1,green
20087,18898.0,57236.0,22,orange
20085,13400.0,54077.0,4,orange
20083,1939.0,54856.0,22,orange
20081,4130.0,56484.0,22,orange
20079,34835.0,51327.0,40,orange
20077,5861.0,43973.0,34,green
20075,2586.0,45114.0,34,green
20073,6393.0,38838.0,45,green
20071,1224.0,47750.0,11,orange
20069,6065.0,61000.0,46,orange
20209,160806.0,40113.0,43,green
20001,13081.0,38698.0,45,green
20003,7896.0,40696.0,1,green
20005,16633.0,43581.0,34,green
20007,4770.0,51811.0,4,orange
20009,27399.0,44013.0,34,green
20011,14812.0,38280.0,45,green
20013,9880.0,43724.0,34,green
20015,66092.0,58897.0,46,orange
20017,2722.0,38707.0,45,green
20019,3520.0,37993.0,45,green
20021,20952.0,41388.0,1,green
20023,2682.0,44500.0,34,green
20025,2145.0,42589.0,1,green
20027,8421.0,52066.0,4,orange
20029,9339.0,39282.0,45,green
20031,8458.0,57433.0,22,orange
20033,2010.0,45288.0,34,green
20035,36079.0,43860.0,34,green
20037,39304.0,36534.0,24,green
20039,2905.0,40657.0,1,green
20041,19516.0,49096.0,40,orange
20043,7859.0,47209.0,11,orange
20045,114967.0,50939.0,41,orange
20047,2991.0,47303.0,11,orange
20049,2683.0,36458.0,24,green
20051,28993.0,45579.0,34,orange
20053,6410.0,47736.0,11,orange
20055,37133.0,49227.0,40,orange
20057,34714.0,50777.0,40,orange
20059,25753.0,51081.0,40,orange
20061,36787.0,43992.0,34,green
20063,2735.0,46364.0,11,orange
20065,2593.0,43826.0,34,green
38105,29619.0,88013.0,12,red
38001,2341.0,52118.0,4,orange
38003,11097.0,53141.0,4,orange
38005,6794.0,41296.0,1,green
38007,969.0,70469.0,35,red
38009,6634.0,56349.0,22,orange
38011,3221.0,66845.0,28,orange
38013,2208.0,60096.0,46,orange
38015,88223.0,65254.0,28,orange
38017,162500.0,53289.0,41,orange
38019,3890.0,66806.0,28,orange
38021,5195.0,53750.0,4,orange
38101,67736.0,61393.0,46,orange
38103,4204.0,48098.0,11,orange
38059,28985.0,62418.0,10,orange
31007,820.0,48897.0,40,orange
31009,551.0,48875.0,40,orange
31011,5373.0,50306.0,40,orange
31013,11310.0,51691.0,4,orange
31015,2039.0,40224.0,1,green
31017,3078.0,36078.0,24,green
31019,47958.0,53624.0,4,orange
31021,6647.0,47429.0,11,orange
31023,8256.0,51027.0,40,orange
31025,25360.0,65619.0,10,orange
31027,8675.0,52250.0,4,orange
31029,3897.0,52422.0,4,orange
31033,10077.0,53814.0,4,orange
31035,6382.0,51470.0,40,orange
31037,10522.0,51367.0,40,orange
31039,9078.0,50013.0,40,orange
31041,10802.0,46468.0,11,orange
31043,20798.0,49786.0,40,orange
31045,9136.0,41038.0,1,green
31047,24069.0,48329.0,11,orange
31109,298080.0,51830.0,15,orange
31111,35896.0,50194.0,40,orange
31113,851.0,48281.0,11,orange
31115,548.0,55417.0,22,orange
31117,433.0,54306.0,4,orange
31119,35111.0,50218.0,40,orange
31121,7776.0,51012.0,40,orange
31123,4874.0,45910.0,11,orange
31125,3639.0,42500.0,1,green
31127,7168.0,49656.0,40,orange
31129,4391.0,40488.0,1,green
31131,15842.0,50275.0,40,orange
31133,2726.0,41161.0,1,green
31135,2924.0,55893.0,22,orange
31137,9216.0,50404.0,40,orange
31139,7184.0,54482.0,4,orange
31141,32642.0,56318.0,22,orange
31143,5271.0,57312.0,22,orange
31145,10946.0,42931.0,34,green
31147,8201.0,42750.0,1,green
31149,1401.0,48456.0,11,orange
31151,14360.0,51738.0,4,orange
31153,169192.0,70543.0,35,red
31155,20913.0,60854.0,46,orange
31157,36684.0,45992.0,11,orange
31159,16998.0,59662.0,46,orange
31161,5294.0,41985.0,1,green
31163,3107.0,46366.0,11,orange
31185,13825.0,51802.0,4,orange
31169,5182.0,45741.0,34,orange
31171,675.0,51000.0,40,orange
31173,6946.0,41266.0,1,green
31175,4254.0,44612.0,34,green
31177,20257.0,65370.0,10,orange
31179,9425.0,54159.0,4,orange
31181,3697.0,40256.0,1,green
31183,847.0,46394.0,11,orange
31001,31442.0,50635.0,40,orange
31167,6081.0,53416.0,4,orange
31005,448.0,39375.0,45,green
31003,6486.0,45609.0,34,orange
46123,5504.0,37153.0,24,green
46121,9942.0,31128.0,8,green
46119,1469.0,60417.0,46,orange
46115,6570.0,48217.0,11,orange
46102,14153.0,26369.0,48,green
46111,2339.0,50541.0,40,orange
46109,10318.0,48614.0,11,orange
46107,2307.0,46081.0,11,orange
46105,2981.0,39773.0,45,green
46101,6439.0,52446.0,4,orange
46099,178942.0,53525.0,41,orange
46097,2306.0,44938.0,34,green
46091,4701.0,51788.0,4,orange
46089,2263.0,36375.0,24,green
46087,5613.0,56954.0,22,orange
46085,3837.0,43030.0,34,green
46083,49874.0,76094.0,25,red
46079,12086.0,54535.0,4,orange
46077,5107.0,53828.0,4,orange
46073,2031.0,53125.0,4,orange
46071,3237.0,45074.0,34,green
46129,5495.0,43221.0,34,green
46135,22636.0,48176.0,11,orange
46137,2833.0,35119.0,24,green
22111,22533.0,34992.0,24,green
22107,4893.0,22940.0,17,green
22097,83613.0,32625.0,8,green
22093,21650.0,51107.0,40,orange
22085,24248.0,38828.0,45,green
22083,20777.0,36421.0,24,green
22081,8838.0,38000.0,45,green
22079,132225.0,40734.0,43,green
22073,155769.0,37754.0,43,green
22069,39330.0,31345.0,8,green
22067,27012.0,28003.0,48,green
22061,47349.0,33467.0,8,green
22059,14899.0,37310.0,45,green
22055,231811.0,51869.0,41,orange
22049,16109.0,38029.0,45,green
22043,22362.0,39914.0,45,green
22041,20550.0,30275.0,48,green
22039,33768.0,30009.0,48,green
22035,7501.0,21099.0,17,green
22031,26965.0,41468.0,1,green
22029,20449.0,29654.0,48,green
22027,16639.0,32072.0,8,green
22025,10247.0,34904.0,24,green
22021,9990.0,33294.0,8,green
22017,254742.0,41234.0,43,green
22015,123403.0,52892.0,41,orange
22013,13977.0,32876.0,8,green
22011,36259.0,45969.0,11,orange
22005,114738.0,70551.0,35,red
22003,25653.0,40948.0,1,green
22001,62163.0,37649.0,45,green
22065,11873.0,23854.0,17,green
22095,44161.0,50921.0,40,orange
22119,40617.0,33681.0,8,green
22121,24669.0,53703.0,4,orange
22123,11454.0,31926.0,8,green
22127,14855.0,31087.0,8,green
22115,52476.0,46312.0,11,orange
22089,52639.0,59990.0,46,orange
22091,10818.0,35437.0,24,green
22077,22498.0,43825.0,34,green
22037,19855.0,45520.0,34,orange
22033,444690.0,49285.0,30,orange
22009,41389.0,33739.0,8,green
22063,133949.0,58251.0,23,orange
22125,15415.0,56685.0,22,orange
12019,197417.0,58290.0,23,orange
12013,14615.0,34510.0,24,green
12007,27223.0,41606.0,1,green
12003,27135.0,47121.0,11,orange
12001,254218.0,43073.0,20,green
12107,72696.0,31715.0,8,green
12023,67806.0,41926.0,1,green
12109,210495.0,66194.0,28,red
12041,16992.0,40623.0,1,green
12047,14395.0,35048.0,24,green
12067,8801.0,35864.0,24,green
12073,282940.0,46745.0,20,orange
12121,43595.0,36289.0,24,green
12125,15191.0,39163.0,45,green
12079,18729.0,32164.0,8,green
22019,195887.0,45312.0,32,orange
12083,336811.0,39459.0,43,green
22053,31434.0,39063.0,45,green
38053,9615.0,72794.0,35,red
38025,4195.0,69732.0,35,red
38085,4380.0,38068.0,45,green
46117,2962.0,56829.0,22,orange
22047,33229.0,45117.0,34,green
12063,48900.0,35098.0,24,green
12063,48900.0,35098.0,24,green
12035,100783.0,47866.0,39,orange
12045,15785.0,41788.0,1,green
22113,59110.0,45374.0,34,orange
22045,73938.0,45261.0,34,orange
22103,242960.0,62137.0,0,orange
22071,376738.0,36792.0,43,green
38077,16317.0,55390.0,22,orange
12059,19635.0,35020.0,24,green
38099,11005.0,49411.0,40,orange
31165,1249.0,41215.0,1,green
31031,5770.0,48750.0,11,orange
46093,26381.0,52473.0,4,orange
46103,106085.0,50890.0,39,orange
46081,24645.0,45548.0,34,orange
46033,8394.0,52218.0,4,orange
46047,6906.0,45997.0,11,orange
22057,97474.0,51030.0,39,orange
22051,435092.0,47947.0,30,orange
22075,23599.0,50314.0,40,orange
22007,23057.0,49167.0,40,orange
22099,53126.0,42794.0,1,green
22109,112742.0,47826.0,39,orange
12091,192237.0,55880.0,23,orange
12113,161021.0,58923.0,23,orange
12033,306327.0,45390.0,20,orange
12039,46424.0,35567.0,24,green
22023,6706.0,64231.0,10,orange
12045,15785.0,41788.0,1,green
12037,11628.0,40401.0,1,green
22117,46556.0,30705.0,8,green
22087,42858.0,42753.0,1,green
22105,125486.0,41302.0,32,green
12031,890673.0,47690.0,31,orange
12089,75880.0,54116.0,4,orange
12131,59487.0,44966.0,34,green
12117,437346.0,57010.0,44,orange
12095,1229039.0,47943.0,21,red
12119,108501.0,50350.0,39,orange
12069,310561.0,46403.0,20,orange
12009,553591.0,48925.0,30,orange
12127,503719.0,41117.0,30,green
12071,663675.0,48537.0,30,orange
12071,663675.0,48537.0,30,orange
12015,165783.0,44244.0,32,green
12015,165783.0,44244.0,32,green
12087,75901.0,57290.0,22,orange
12087,75901.0,57290.0,22,orange
12087,75901.0,57290.0,22,orange
12133,24629.0,38970.0,45,green
12005,175353.0,47368.0,39,orange
12131,59487.0,44966.0,34,green
48127,10682.0,36825.0,24,green
48131,11577.0,33939.0,8,green
48215,819217.0,34782.0,31,green
48247,5239.0,35521.0,24,green
48249,41461.0,42986.0,34,green
48283,7191.0,37292.0,45,green
48311,778.0,46250.0,11,orange
48427,62648.0,26172.0,48,green
48479,263251.0,38862.0,43,green
48505,14308.0,32162.0,8,green
48047,7221.0,22741.0,17,green
48025,32659.0,42302.0,1,green
48061,417947.0,33266.0,43,green
48273,32029.0,38247.0,45,green
48355,352060.0,50337.0,15,orange
30043,11502.0,60842.0,46,orange
30045,1997.0,44602.0,34,green
30051,2369.0,47768.0,11,orange
30055,1728.0,40750.0,1,green
30057,7767.0,46250.0,11,orange
30059,1898.0,41641.0,1,green
30061,4238.0,36031.0,24,green
30065,4790.0,39517.0,45,green
30069,443.0,43750.0,34,green
30075,1703.0,46346.0,11,orange
30079,1372.0,42383.0,1,green
30083,11132.0,65084.0,10,orange
30091,3630.0,50664.0,40,orange
30093,34549.0,37749.0,45,green
30101,5150.0,44804.0,34,green
30103,812.0,41103.0,1,green
30109,986.0,38553.0,45,green
30111,153692.0,52802.0,41,orange
35028,17939.0,101934.0,47,red
40011,9810.0,41972.0,1,green
40013,44003.0,38847.0,45,green
40015,29495.0,40674.0,1,green
40017,126193.0,64505.0,28,orange
40019,48442.0,44531.0,34,green
40021,48097.0,38694.0,45,green
40023,15120.0,30617.0,8,green
40025,2341.0,46680.0,11,orange
40027,268614.0,56452.0,23,orange
40029,5812.0,38243.0,45,green
40031,125531.0,46241.0,32,orange
40033,6112.0,46361.0,11,orange
40035,14744.0,38876.0,45,green
40037,70761.0,45016.0,34,green
40039,28978.0,46125.0,11,orange
40041,41409.0,37942.0,45,green
40043,4863.0,50904.0,40,orange
40045,4121.0,50855.0,40,orange
40047,62192.0,48238.0,39,orange
40049,27455.0,40524.0,1,green
40051,53612.0,52279.0,4,orange
40053,4517.0,50250.0,40,orange
40055,6117.0,40125.0,1,green
40057,2866.0,31250.0,8,green
40059,3766.0,48359.0,11,orange
40061,12850.0,35252.0,24,green
40063,13785.0,35563.0,24,green
40065,26056.0,41560.0,1,green
40067,6333.0,33449.0,8,green
40069,11022.0,38776.0,45,green
40071,45587.0,42134.0,1,green
40073,15302.0,60034.0,46,orange
40075,9302.0,39909.0,45,green
40153,20986.0,55300.0,22,orange
40079,49899.0,36490.0,24,green
40081,34504.0,45149.0,34,green
40083,44493.0,55299.0,22,orange
40085,9663.0,44549.0,34,green
40087,36512.0,56088.0,22,orange
40089,33143.0,32324.0,8,green
40091,20280.0,36011.0,24,green
40093,7700.0,51571.0,40,orange
40095,16014.0,40475.0,1,green
40097,41007.0,42071.0,1,green
40099,13733.0,47077.0,11,orange
40101,70224.0,39984.0,1,green
40103,11506.0,48285.0,11,orange
40105,10555.0,39875.0,45,green
40107,12248.0,36216.0,24,green
40109,754480.0,47437.0,31,orange
40111,39446.0,38843.0,45,green
40113,48054.0,45443.0,34,orange
40115,32085.0,36347.0,24,green
40117,16499.0,45765.0,34,orange
40119,79423.0,37667.0,45,green
40121,44961.0,42576.0,1,green
40123,38055.0,43261.0,34,green
40125,71136.0,44688.0,34,green
