fips,ir_wfrto,ir_recww,cluster_model2,color
55047,5.07,0.0,27,red
55049,5.25,0.0,27,red
55053,17.65,0.0,27,red
55055,6.44,0.0,27,red
55057,21.19,0.0,27,red
55063,0.55,0.0,27,red
55065,0.59,0.0,27,red
55067,17.49,0.0,27,red
55069,1.42,0.0,27,red
55073,4.71,0.0,27,red
55077,5.91,0.0,27,red
55137,47.87,0.0,43,red
55078,0.0,0.0,27,red
55081,27.42,0.0,27,red
55085,12.51,0.0,27,red
55087,0.84,0.0,27,red
55091,2.19,0.0,27,red
55135,4.75,0.0,27,red
55133,2.0,0.0,27,red
55129,2.61,0.0,27,red
55127,3.84,0.0,27,red
55125,3.38,0.0,27,red
55123,0.32,0.0,27,red
55121,3.77,0.0,27,red
55119,0.07,0.0,27,red
55115,0.24,0.0,27,red
55113,2.51,0.0,27,red
55111,6.44,0.0,27,red
55109,3.35,0.0,27,red
55107,0.47,0.0,27,red
55105,7.39,0.0,27,red
55103,0.96,0.0,27,red
55099,3.0,0.0,27,red
55097,59.66,0.0,43,red
55095,0.31,0.0,27,red
55093,0.27,0.0,27,red
55139,0.78,0.0,27,red
55141,68.52,0.0,43,red
55059,0.48,0.0,27,red
55131,0.6,0.0,27,red
17097,3.69,0.0,22,red
17031,4.37,0.05,22,red
55071,0.29,0.0,27,red
55009,0.45,0.0,27,red
55029,0.67,0.0,27,red
55061,0.22,0.0,27,red
27027,1.51,0.0,27,red
27071,0.56,0.0,27,red
27075,0.01,0.0,27,red
27031,0.07,0.0,27,red
27021,3.34,0.0,0,red
27001,4.1,0.0,27,red
27061,0.21,0.0,27,red
27111,49.69,0.0,43,red
27005,7.11,0.0,0,red
27029,7.83,0.0,27,red
27119,6.39,0.0,27,red
27089,0.06,0.0,27,red
55031,0.91,0.0,27,red
55051,0.43,0.0,27,red
55007,0.12,0.0,27,red
55003,0.02,0.0,27,red
55075,2.81,0.0,27,red
55083,1.05,0.0,27,red
55089,0.54,0.0,27,red
27167,0.4,0.0,27,red
55117,0.53,0.0,27,red
12027,41.39,0.83,47,red
12111,43.76,1.58,15,red
12051,379.14,1.4,45,orange
12049,32.6,0.32,43,red
12055,83.45,0.03,11,red
12097,18.49,5.0,36,red
12105,91.1,4.99,42,red
12061,57.77,3.27,19,red
12093,11.5,0.62,47,red
12043,121.06,0.08,11,red
12085,108.99,2.23,30,red
12087,1.07,0.28,38,red
12103,2.15,4.66,39,red
12115,10.27,7.0,9,red
12115,10.27,7.0,9,red
12011,47.81,4.25,36,red
12021,142.42,9.71,4,red
12086,40.01,0.0,22,red
12099,598.52,22.83,14,orange
5055,356.35,0.0,5,red
5057,0.0,0.0,27,red
5059,2.12,0.0,27,red
5061,0.0,0.0,27,red
5063,95.29,0.0,21,red
5065,0.0,0.0,27,red
5067,595.19,0.0,34,red
5069,359.94,0.0,5,red
5071,0.01,0.0,27,red
5073,13.6,0.0,27,red
5075,255.63,0.0,49,red
5077,334.3,0.0,5,red
5079,265.07,0.0,49,red
5081,33.39,0.0,43,red
5083,0.0,0.0,27,red
5085,901.81,0.0,13,orange
5089,0.0,0.0,27,red
5091,0.23,0.0,27,red
5093,35.25,0.0,43,red
5095,310.99,0.0,5,red
5097,0.0,0.0,27,red
5087,0.0,0.0,27,red
5099,0.0,0.0,27,red
5101,0.0,0.0,27,red
5103,0.0,0.0,27,red
5105,1.46,0.0,27,red
5107,260.19,0.0,49,red
5109,0.0,0.0,27,red
5111,966.93,0.0,13,orange
5113,0.36,0.0,27,red
5115,0.53,0.0,27,red
5117,541.03,0.0,34,red
5119,52.03,0.0,43,red
5121,185.14,0.0,21,red
5123,363.99,0.0,5,red
5125,2.25,0.0,27,red
5127,0.05,0.0,27,red
5129,0.0,0.0,27,red
5131,0.3,0.0,27,red
5133,0.01,0.0,27,red
5135,0.0,0.0,27,red
5137,0.04,0.0,27,red
5139,0.0,0.0,27,red
5141,0.0,0.0,27,red
5143,0.03,0.0,27,red
5145,141.22,0.0,21,red
5147,512.14,0.0,34,red
5149,0.0,0.0,27,red
5009,0.0,0.0,27,red
20195,4.49,0.0,27,red
20193,83.13,0.02,11,red
20191,6.04,0.01,27,red
20189,183.03,0.0,31,red
20187,85.65,0.0,11,red
20185,84.68,0.0,11,red
20183,2.05,0.01,27,red
20181,102.63,0.0,11,red
20179,60.98,0.0,43,red
20177,1.44,0.0,27,red
20175,137.2,0.0,11,red
20173,23.22,0.0,38,red
20171,33.35,0.0,43,red
20169,3.53,0.0,0,red
20167,0.0,0.01,27,red
20165,9.15,0.0,27,red
20163,1.52,0.0,27,red
20161,1.06,0.0,27,red
20159,19.95,0.0,43,red
20157,15.63,0.01,27,red
20155,52.18,0.02,43,red
20153,16.74,0.0,27,red
20151,83.43,0.0,11,red
20149,3.2,0.0,27,red
20147,17.91,0.0,27,red
20145,61.62,0.0,43,red
20143,3.27,0.0,27,red
20141,2.23,0.0,27,red
20139,0.13,0.0,27,red
20137,10.99,0.0,27,red
20135,3.24,0.0,27,red
20133,0.06,0.0,27,red
20131,0.46,0.0,27,red
20129,40.42,0.0,43,red
20127,0.1,0.0,27,red
20125,0.21,0.0,27,red
20123,12.04,0.01,27,red
20121,0.3,0.01,27,red
20119,128.17,0.0,11,red
20117,0.84,0.0,27,red
20115,1.47,0.0,27,red
20113,24.64,0.02,43,red
20111,0.1,0.0,27,red
20109,6.89,0.0,27,red
20107,0.11,0.0,27,red
20105,0.7,0.0,27,red
20103,0.27,0.0,27,red
20101,11.54,0.0,27,red
20099,0.01,0.01,27,red
20097,58.65,0.0,43,red
20095,15.17,0.0,27,red
20093,148.96,0.0,11,red
20091,1.71,0.0,38,red
20089,30.29,0.0,43,red
20087,0.93,0.0,27,red
20085,0.09,0.0,27,red
20083,17.79,0.0,27,red
20081,135.0,0.0,11,red
20079,23.83,0.02,43,red
20077,1.32,0.0,27,red
20075,37.03,0.0,43,red
20073,0.02,0.0,27,red
20071,14.32,0.01,27,red
20069,127.64,0.01,11,red
20209,0.26,0.0,27,red
20001,0.01,0.0,27,red
20003,0.64,0.0,27,red
20005,0.22,0.0,27,red
20007,3.6,0.0,27,red
20009,31.73,0.0,43,red
20011,0.02,0.0,27,red
20013,2.3,0.01,27,red
20015,0.51,0.01,27,red
20017,0.0,0.0,27,red
20019,0.0,0.0,27,red
20021,0.45,0.0,27,red
20023,49.03,0.0,43,red
20025,2.44,0.0,27,red
20027,10.38,0.0,27,red
20029,9.16,0.0,27,red
20031,0.23,0.0,27,red
20033,5.9,0.0,27,red
20035,1.47,0.0,27,red
20037,0.42,0.0,27,red
20039,9.08,0.0,27,red
20041,2.53,0.0,27,red
20043,0.39,0.0,27,red
20045,0.66,0.0,27,red
20047,99.75,0.0,11,red
20049,0.0,0.0,27,red
20051,1.27,0.06,27,red
20053,0.54,0.01,27,red
20055,214.02,0.0,31,red
20057,70.59,3.66,32,red
20059,0.69,0.0,27,red
20061,1.57,0.0,27,red
20063,16.67,0.0,27,red
20065,13.92,0.01,27,red
38105,18.85,0.0,27,red
38001,0.0,0.0,27,red
38003,0.35,0.0,27,red
38005,0.63,0.0,27,red
38007,0.28,0.0,27,red
38009,0.24,0.0,27,red
38011,0.48,0.0,27,red
38013,0.21,0.0,27,red
38015,5.39,0.0,27,red
38017,3.55,0.0,27,red
38019,0.01,0.0,27,red
38021,9.62,0.0,27,red
38101,0.75,0.0,27,red
38103,0.11,0.0,27,red
38059,1.94,0.0,27,red
31007,23.57,0.0,27,red
31009,14.56,0.0,27,red
31011,89.44,0.0,21,red
31013,90.27,0.0,21,red
31015,13.14,0.0,27,red
31017,67.56,0.0,43,red
31019,205.29,0.0,49,red
31021,27.37,0.0,27,red
31023,31.39,0.0,43,red
31025,1.43,0.0,27,red
31027,66.33,0.0,43,red
31029,173.56,0.0,21,red
31033,31.09,0.0,43,red
31035,122.53,0.0,21,red
31037,24.31,0.0,27,red
31039,25.62,0.0,27,red
31041,190.46,0.0,49,red
31043,11.92,0.0,27,red
31045,16.7,0.0,27,red
31047,199.99,0.0,49,red
31109,6.06,0.0,27,red
31111,205.03,0.0,49,red
31113,27.14,0.0,27,red
31115,11.66,0.0,27,red
31117,10.99,0.0,27,red
31119,8.59,0.0,27,red
31121,162.27,0.0,21,red
31123,103.66,0.0,21,red
31125,44.19,0.0,43,red
31127,9.63,0.0,27,red
31129,58.94,0.0,43,red
31131,2.79,0.0,27,red
31133,3.05,0.0,27,red
31135,109.22,0.0,21,red
31137,192.96,0.0,49,red
31139,76.37,0.0,43,red
31141,124.04,0.0,21,red
31143,48.67,0.0,43,red
31145,36.56,0.0,43,red
31147,6.15,0.0,27,red
31149,53.74,0.0,43,red
31151,68.77,0.0,43,red
31153,3.98,0.0,27,red
31155,18.62,0.0,27,red
31157,152.44,0.0,21,red
31159,59.06,0.0,43,red
31161,41.24,0.0,43,red
31163,68.69,0.0,43,red
31185,137.82,0.0,21,red
31169,101.57,0.0,21,red
31171,1.79,0.0,27,red
31173,8.25,0.0,27,red
31175,76.02,0.0,43,red
31177,14.81,0.0,27,red
31179,30.62,0.0,43,red
31181,39.76,0.0,43,red
31183,54.55,0.0,43,red
31001,155.0,0.0,21,red
31167,17.88,0.0,27,red
31005,11.67,0.0,27,red
31003,143.49,0.0,21,red
46123,2.3,0.0,27,red
46121,12.8,0.0,27,red
46119,11.75,0.0,27,red
46115,15.38,0.0,27,red
46102,0.0,0.0,27,red
46111,0.0,0.0,27,red
46109,1.96,0.0,27,red
46107,2.05,0.0,27,red
46105,0.14,0.0,27,red
46101,0.48,0.0,27,red
46099,1.45,0.0,27,red
46097,0.0,0.0,27,red
46091,0.07,0.0,27,red
46089,2.1,0.0,27,red
46087,0.05,0.0,27,red
46085,2.1,0.0,27,red
46083,1.12,0.0,27,red
46079,0.69,0.0,27,red
46077,1.96,0.0,27,red
46073,1.72,0.0,27,red
46071,0.47,0.0,27,red
46129,0.7,0.0,27,red
46135,9.53,0.0,27,red
46137,0.0,0.0,27,red
22111,0.0,0.0,27,red
22107,24.32,0.0,27,red
22097,55.75,0.0,43,red
22093,0.34,0.0,27,red
22085,0.0,0.0,27,red
22083,25.13,0.0,27,red
22081,2.48,0.0,27,red
22079,18.61,0.0,27,red
22073,18.26,0.0,27,red
22069,12.16,0.0,27,red
22067,83.21,0.0,43,red
22061,0.0,0.0,27,red
22059,0.15,0.0,27,red
22055,6.61,0.0,27,red
22049,0.0,0.0,27,red
22043,1.6,0.0,27,red
22041,25.88,0.0,27,red
22039,86.3,0.0,43,red
22035,23.18,0.0,27,red
22031,0.13,0.0,27,red
22029,28.02,0.0,27,red
22027,0.05,0.0,27,red
22025,16.35,0.0,27,red
22021,2.86,0.0,27,red
22017,5.71,0.0,27,red
22015,0.61,0.0,27,red
22013,0.15,0.0,27,red
22011,2.63,0.0,27,red
22005,0.45,0.0,27,red
22003,29.66,0.0,43,red
22001,162.79,0.0,21,red
22065,32.97,0.0,43,red
22095,0.16,0.0,27,red
22119,0.0,0.0,27,red
22121,1.98,0.0,27,red
22123,11.82,0.0,27,red
22127,0.0,0.0,27,red
22115,0.0,0.0,27,red
22089,0.05,0.0,27,red
22091,0.02,0.0,27,red
22077,12.37,0.0,27,red
22037,0.25,0.0,27,red
22033,0.39,0.0,27,red
22009,36.94,0.0,43,red
22063,0.01,0.0,27,red
22125,0.26,0.0,27,red
12019,1.56,0.53,0,red
12013,2.85,0.0,27,red
12007,1.43,1.1,47,red
12003,0.35,0.04,27,red
12001,15.3,1.12,47,red
12107,22.36,1.51,15,red
12023,2.13,2.41,47,red
12109,43.09,2.15,16,red
12041,12.02,0.21,27,red
12047,18.25,0.14,27,red
12067,7.1,0.09,27,red
12073,2.05,17.75,28,red
12121,28.09,0.78,47,red
12125,1.14,0.47,27,red
12079,13.57,0.71,47,red
22019,25.58,0.0,27,red
12083,15.7,5.88,42,red
22053,156.35,0.0,21,red
38053,78.53,0.0,43,red
38025,1.07,0.0,27,red
38085,0.04,0.0,27,red
46117,0.06,0.0,27,red
22047,1.48,0.0,27,red
12063,24.52,1.8,47,red
12063,24.52,1.8,47,red
12035,13.57,2.53,30,red
12045,0.11,0.94,47,red
22113,102.13,0.0,21,red
22045,2.72,0.0,27,red
22103,0.02,0.0,27,red
22071,0.06,0.0,27,red
38077,2.06,0.0,27,red
12059,0.6,0.0,27,red
38099,0.67,0.0,27,red
31165,27.69,0.0,27,red
31031,61.57,0.0,43,red
46093,2.93,0.0,27,red
46103,2.76,0.0,27,red
46081,1.1,0.0,27,red
46033,1.59,0.0,27,red
46047,1.57,0.0,27,red
22057,0.58,0.0,27,red
22051,0.02,0.0,27,red
22075,0.0,0.0,27,red
22007,0.7,0.0,27,red
22099,8.46,0.0,27,red
22109,0.06,0.0,27,red
12091,3.03,4.66,42,red
12113,1.38,1.96,15,red
12033,3.04,0.04,38,red
12039,6.68,0.36,27,red
22023,22.7,0.0,27,red
12045,0.11,0.94,47,red
12037,0.16,0.62,27,red
22117,0.39,0.0,27,red
22087,0.0,0.0,27,red
22105,0.2,0.0,27,red
12031,8.57,1.59,16,red
12089,3.54,0.85,22,red
12131,3.97,4.75,42,red
12117,4.69,3.41,42,red
12095,18.45,12.59,41,red
12119,7.25,5.94,39,red
12069,41.37,4.52,16,red
12009,38.27,6.42,9,red
12127,24.21,4.37,36,red
12071,61.32,11.42,46,red
12071,61.32,11.42,46,red
12015,14.22,2.99,30,red
12015,14.22,2.99,30,red
12087,1.07,0.28,38,red
12087,1.07,0.28,38,red
12087,1.07,0.28,38,red
12133,0.91,0.5,0,red
12005,3.08,0.06,38,red
12131,3.97,4.75,42,red
48127,3.17,0.0,27,red
48131,1.41,0.0,27,red
48215,223.2,0.0,49,red
48247,0.07,0.0,27,red
48249,1.37,0.0,27,red
48283,1.65,0.0,27,red
48311,0.0,0.0,27,red
48427,4.07,0.0,27,red
48479,1.76,0.0,27,red
48505,0.92,0.0,27,red
48047,0.21,0.0,27,red
48025,1.75,0.0,27,red
48061,167.17,0.15,21,red
48273,0.05,0.0,27,red
48355,0.31,0.0,27,red
30043,80.92,0.0,43,red
30045,132.84,0.0,21,red
30051,38.46,0.0,43,red
30055,31.48,0.0,43,red
30057,719.16,0.0,13,orange
30059,209.58,0.0,49,red
30061,1.37,0.0,27,red
30065,72.09,0.0,43,red
30069,54.0,0.0,43,red
30075,78.79,0.0,43,red
30079,71.39,0.0,43,red
30083,322.44,0.0,5,red
30091,19.2,0.0,27,red
30093,11.9,0.0,27,red
30101,18.91,0.0,27,red
30103,107.59,0.0,21,red
30109,1.4,0.0,27,red
30111,418.16,0.0,5,red
35028,0.0,0.22,27,red
40011,5.74,0.0,27,red
40013,6.21,0.0,27,red
40015,61.6,0.0,43,red
40017,4.36,0.0,27,red
40019,0.56,0.0,27,red
40021,3.46,0.0,27,red
40023,0.32,0.0,27,red
40025,136.53,0.0,21,red
40027,0.75,0.0,27,red
40029,0.01,0.0,27,red
40031,0.79,0.0,27,red
40033,0.17,0.0,27,red
40035,0.0,0.0,27,red
40037,0.2,0.0,27,red
40039,13.81,0.0,27,red
40041,0.0,0.0,27,red
40043,4.42,0.0,27,red
40045,11.69,0.0,27,red
40047,2.15,0.0,27,red
40049,0.7,0.0,27,red
40051,27.84,0.0,27,red
40053,2.41,0.0,27,red
40055,6.62,0.0,27,red
40057,28.13,0.0,27,red
40059,17.95,0.0,27,red
40061,0.1,0.0,27,red
40063,4.07,0.0,27,red
40065,67.49,0.0,43,red
40067,0.28,0.0,27,red
40069,2.65,0.0,27,red
40071,5.99,0.0,27,red
40073,11.36,0.0,27,red
40075,2.32,0.0,27,red
40153,5.77,0.0,27,red
40079,4.74,0.0,27,red
40081,0.16,0.0,27,red
40083,1.99,0.0,27,red
40085,0.92,0.0,27,red
40087,1.45,0.0,27,red
40089,1.69,0.0,27,red
40091,0.08,0.0,27,red
40093,19.26,0.0,27,red
40095,2.25,0.0,27,red
40097,0.0,0.0,27,red
40099,0.66,0.0,27,red
40101,9.7,0.0,27,red
40103,0.02,0.0,27,red
40105,0.0,0.0,27,red
40107,0.12,0.0,27,red
40109,3.44,0.0,27,red
40111,0.0,0.0,27,red
40113,1.21,0.0,27,red
40115,0.09,0.0,27,red
40117,0.21,0.0,27,red
40119,0.71,0.0,27,red
40121,0.05,0.0,27,red
40123,2.94,0.0,27,red
40125,1.33,0.0,27,red
40127,0.76,0.0,27,red
40129,3.32,0.0,27,red
40131,1.74,0.0,27,red
40133,0.05,0.0,27,red
40135,1.46,0.0,27,red
40137,1.02,0.0,27,red
40139,324.14,0.0,5,red
40141,16.37,0.0,27,red
40143,4.87,0.0,27,red
40145,2.16,0.0,27,red
40147,0.54,0.0,27,red
40149,8.92,0.0,27,red
40151,5.08,0.0,27,red
40077,0.1,0.0,27,red
40001,0.26,0.0,27,red
40003,3.17,0.0,27,red
40005,0.86,0.0,27,red
40007,55.24,0.0,43,red
40009,11.49,0.0,27,red
48105,0.01,0.0,27,red
48107,33.74,0.0,43,red
48111,259.52,0.0,49,red
48113,6.47,0.01,27,red
48115,48.14,0.92,43,red
48117,97.57,0.0,21,red
48119,4.26,0.0,27,red
48121,2.0,0.0,27,red
48123,0.19,0.0,27,red
48125,7.06,0.01,27,red
48129,22.94,0.0,27,red
48133,2.91,0.0,27,red
48135,0.65,0.0,27,red
48137,0.11,0.0,27,red
48139,0.74,0.0,27,red
48143,5.48,0.0,27,red
48145,5.18,0.0,27,red
48147,10.46,0.0,27,red
48149,0.42,0.0,27,red
48151,3.19,0.0,27,red
48153,73.4,0.0,43,red
48155,1.76,0.0,27,red
48157,22.0,0.1,27,red
48159,0.07,0.0,27,red
48161,0.28,0.0,27,red
48165,278.64,0.0,49,red
48169,8.02,0.0,27,red
48171,2.29,0.0,27,red
48173,22.56,0.0,27,red
48177,2.83,0.3,27,red
48179,25.12,0.0,27,red
48181,2.03,0.0,27,red
48183,0.02,0.0,27,red
48185,0.18,0.12,27,red
48187,0.7,0.0,27,red
48189,182.49,0.0,21,red
48191,24.56,0.0,27,red
48193,0.35,0.0,27,red
48195,130.56,0.0,21,red
48197,10.99,0.0,27,red
48199,0.12,0.0,27,red
48203,0.36,0.0,27,red
48205,295.6,0.0,5,red
48207,35.07,0.0,43,red
48209,0.4,0.05,27,red
48211,2.75,0.0,27,red
48213,0.94,0.0,27,red
48217,1.31,0.0,27,red
48219,102.01,0.8,21,red
48221,6.43,0.0,27,red
48223,2.42,0.0,27,red
48225,1.12,0.0,27,red
48227,3.3,0.0,27,red
48231,0.18,0.0,27,red
48233,45.94,0.0,43,red
48235,0.57,0.0,27,red
48237,0.08,0.01,27,red
48251,0.47,0.0,27,red
48253,2.26,0.0,27,red
48257,0.31,0.0,27,red
48259,0.3,0.0,27,red
48263,0.56,0.0,27,red
48265,0.93,0.0,27,red
48267,2.17,0.0,27,red
48269,0.0,0.0,27,red
48271,2.83,0.0,27,red
48275,25.86,0.0,27,red
48277,5.96,0.0,27,red
48279,151.31,0.32,21,red
48281,0.34,0.0,27,red
48285,4.93,0.0,27,red
48287,0.46,0.0,27,red
48289,0.11,0.0,27,red
48291,12.64,0.0,27,red
48293,0.01,0.0,27,red
48295,31.35,0.22,43,red
48299,0.54,0.0,27,red
48301,0.0,0.0,27,red
48303,150.08,8.18,24,red
48305,58.55,4.02,47,red
48307,1.98,0.0,27,red
48309,4.37,0.0,27,red
48313,0.09,0.0,27,red
48315,0.01,0.0,27,red
48317,31.68,0.0,43,red
48319,4.43,0.0,27,red
48325,33.87,0.21,43,red
48327,3.74,0.0,27,red
48329,0.64,8.93,24,red
48331,4.7,0.0,27,red
48333,5.3,0.0,27,red
48335,11.82,0.0,27,red
48337,0.28,0.0,27,red
48339,2.48,0.0,27,red
48341,133.98,0.4,21,red
48343,0.01,0.0,27,red
48345,7.81,0.0,27,red
48347,0.09,0.0,27,red
48349,0.03,0.0,27,red
48351,0.04,0.0,27,red
48353,9.69,0.17,27,red
48357,67.23,0.81,43,red
48359,3.01,0.0,27,red
48363,1.02,0.0,27,red
48365,1.0,0.0,27,red
48103,0.0,0.0,27,red
48369,129.91,0.22,21,red
48371,138.24,0.0,21,red
48373,0.19,0.0,27,red
48375,0.47,1.15,27,red
48379,0.03,0.0,27,red
48381,5.4,0.0,27,red
48383,17.98,0.0,27,red
48385,0.18,0.0,27,red
48387,3.65,0.0,27,red
48393,6.31,0.0,27,red
48395,41.2,0.0,43,red
48397,0.15,0.0,27,red
48399,4.03,0.0,27,red
48401,0.12,0.0,27,red
48403,0.0,0.0,27,red
48405,0.0,0.0,27,red
48407,0.06,0.0,27,red
48411,6.26,0.0,27,red
48413,1.56,0.0,27,red
48415,5.56,0.0,27,red
48417,0.14,0.0,27,red
48419,0.01,0.0,27,red
48421,220.44,0.0,49,red
48423,0.61,0.0,27,red
48425,0.1,0.0,27,red
48429,0.12,0.0,27,red
48431,0.82,0.0,27,red
48433,0.06,0.0,27,red
48435,0.91,0.0,27,red
48437,64.13,0.0,43,red
48439,3.83,0.0,27,red
48441,1.04,0.35,27,red
48443,0.75,0.0,27,red
48445,79.94,0.0,43,red
48447,0.04,0.0,27,red
48449,1.11,0.0,27,red
48451,45.09,4.7,24,red
48453,3.56,0.0,27,red
48455,0.41,0.0,27,red
48457,0.26,0.0,27,red
48459,0.16,0.0,27,red
48461,5.79,0.0,27,red
48463,32.68,0.0,43,red
48465,2.5,0.0,27,red
48467,0.47,0.0,27,red
48471,0.21,0.0,27,red
48473,8.05,0.0,27,red
48475,2.98,0.0,27,red
48477,0.15,0.0,27,red
48481,125.99,0.0,21,red
48483,13.57,0.0,27,red
48485,11.38,0.0,27,red
48487,17.73,0.0,27,red
48491,0.24,0.0,27,red
48493,9.35,0.0,27,red
48495,1.45,0.0,27,red
48497,1.27,0.0,27,red
48499,0.28,0.15,27,red
48501,83.67,0.14,43,red
48503,0.55,0.0,27,red
48087,33.64,0.0,43,red
48085,3.01,0.0,27,red
48083,0.27,0.0,27,red
48081,0.38,0.0,27,red
48079,66.54,0.0,43,red
48077,1.05,0.0,27,red
48075,10.3,0.0,27,red
48073,0.44,0.0,27,red
48069,219.89,0.0,49,red
48067,0.0,0.0,27,red
48065,70.47,0.66,43,red
48063,0.0,0.0,27,red
48059,0.25,0.0,27,red
48055,0.41,0.0,27,red
48053,0.47,1.33,27,red
48051,11.3,0.0,27,red
48049,6.77,0.0,27,red
48045,14.78,0.0,27,red
48041,16.33,0.0,27,red
48037,5.75,0.0,27,red
48035,2.0,0.0,27,red
48033,1.69,0.0,27,red
48031,1.2,0.0,27,red
48029,8.1,0.0,27,red
48027,1.64,0.0,27,red
48023,2.57,0.0,27,red
48021,3.39,0.0,27,red
48019,0.53,0.0,27,red
48017,49.06,0.13,43,red
48015,4.42,0.0,27,red
48011,4.0,0.0,27,red
48009,0.0,0.0,27,red
48005,0.1,0.0,27,red
48003,13.05,0.0,27,red
48001,0.61,0.0,27,red
48089,61.56,0.0,43,red
48245,58.5,0.0,43,red
48091,0.47,0.0,27,red
48093,18.91,0.0,27,red
48095,4.01,0.0,27,red
48097,0.57,0.0,27,red
48099,0.32,0.0,27,red
48101,3.5,0.0,27,red
48367,0.95,0.0,27,red
56015,666.98,0.0,34,orange
56027,42.72,0.0,43,red
56041,382.99,0.0,5,red
48361,1.7,0.0,27,red
30053,12.84,0.0,27,red
48039,47.11,0.0,43,red
48071,76.57,0.0,43,red
48167,2.82,0.0,27,red
8085,671.64,0.0,3,orange
8113,47.09,0.0,43,red
8051,520.53,0.0,3,orange
8005,3.56,0.18,38,red
8123,366.35,0.0,45,orange
8039,15.14,0.0,27,red
8093,33.64,0.0,43,red
8019,0.0,0.0,27,red
8001,87.03,0.22,11,red
8073,4.54,0.0,27,red
8049,183.29,0.0,31,red
8059,22.27,0.0,22,red
8053,20.45,0.0,43,red
8091,94.26,0.0,11,red
8007,41.95,0.0,43,red
8029,341.47,0.0,8,orange
8077,756.96,0.0,44,orange
8037,132.14,0.0,31,red
8033,4.16,0.0,27,red
8083,185.09,0.0,31,red
8107,171.63,0.0,31,red
8117,50.12,0.0,43,red
8081,121.18,0.0,11,red
8069,119.13,0.0,11,red
8057,340.4,0.0,8,orange
8035,11.74,0.72,15,red
8067,322.14,0.0,8,orange
8013,103.76,0.09,11,red
8119,2.48,0.0,27,red
8027,34.78,0.0,43,red
8101,265.53,0.24,8,red
8055,38.07,0.0,43,red
8079,7.02,0.0,27,red
8021,293.97,0.0,8,orange
8065,14.01,0.0,27,red
8109,366.3,0.0,45,orange
8043,95.48,0.0,11,red
8003,136.61,0.0,11,red
8015,115.24,0.0,11,red
8105,557.03,0.0,3,orange
8041,8.58,1.58,15,red
8023,92.85,0.0,11,red
8061,1.71,0.0,27,red
8014,1.38,0.37,27,red
8071,21.09,0.0,43,red
8045,234.45,0.0,31,red
8047,0.0,0.0,27,red
8103,135.75,0.0,11,red
8097,117.31,0.0,11,red
16043,365.64,0.0,45,orange
30097,256.93,0.0,49,red
30095,132.05,0.0,21,red
30077,167.16,0.0,21,red
30099,392.75,0.0,5,red
30067,279.73,0.0,49,red
30031,467.69,0.0,34,red
30063,137.04,0.0,21,red
30039,122.55,0.0,21,red
30037,29.14,0.0,27,red
30107,169.36,0.0,21,red
30009,503.79,0.0,34,red
30047,214.6,0.0,49,red
30089,65.07,0.0,43,red
30029,69.91,0.0,43,red
30035,69.48,0.0,43,red
30073,134.58,0.0,21,red
30049,165.17,0.0,21,red
30081,381.65,0.0,5,red
30071,315.41,0.0,5,red
30003,322.59,0.0,5,red
30087,155.31,0.0,21,red
30085,117.62,0.0,21,red
30105,242.55,0.0,49,red
35043,45.18,0.0,38,red
35049,21.69,0.74,15,red
35039,97.35,0.0,11,red
35053,120.51,0.0,11,red
35057,40.9,0.0,43,red
35061,130.46,0.0,11,red
35001,41.52,1.01,48,red
35006,4.86,0.57,27,red
35059,35.55,0.0,43,red
35045,199.77,0.28,31,red
35027,18.92,0.0,38,red
35003,19.07,0.0,27,red
35051,34.12,0.15,43,red
48389,43.97,0.0,43,red
48109,40.78,0.0,43,red
48043,1.76,0.0,27,red
48243,0.67,0.0,27,red
48377,2.68,0.0,27,red
49047,194.24,0.0,31,red
56013,972.32,0.0,13,orange
56037,112.67,0.0,21,red
56025,127.53,0.0,21,red
56023,480.69,0.0,34,red
56039,102.6,0.0,21,red
56035,651.02,0.0,34,orange
56029,610.95,0.0,34,red
56017,62.39,0.0,43,red
56043,265.39,0.0,49,red
56019,225.09,0.0,49,red
56003,586.95,0.0,34,red
56045,22.76,0.0,27,red
56011,29.54,0.0,43,red
56007,896.48,0.0,13,orange
56001,529.05,0.0,34,red
56009,171.67,0.0,21,red
56005,10.77,0.0,27,red
56021,170.93,0.0,21,red
56033,290.24,0.0,49,red
35031,0.98,0.19,27,red
35055,82.2,0.23,11,red
56031,376.15,0.0,5,red
48163,51.61,0.0,43,red
48175,2.73,0.0,27,red
48255,0.72,0.0,27,red
48297,0.86,0.0,27,red
48323,29.72,0.12,43,red
48507,30.01,0.0,43,red
48013,19.59,0.0,27,red
48469,7.09,0.0,27,red
48007,0.0,0.0,27,red
48409,5.68,0.0,27,red
48391,0.44,0.0,27,red
48201,8.18,0.24,27,red
48201,8.18,0.24,27,red
48141,128.52,10.36,24,red
48229,81.69,0.0,43,red
6031,637.42,8.05,26,orange
6099,1034.16,10.32,12,orange
6113,571.68,0.21,3,orange
16001,224.48,0.0,31,red
16007,253.15,0.0,8,red
16017,7.27,0.0,0,red
16021,136.38,0.0,11,red
16027,918.06,0.0,33,orange
16029,448.03,0.0,45,orange
16033,144.61,0.0,11,red
16047,408.15,0.0,45,orange
16053,536.73,0.0,3,orange
16061,47.18,0.0,43,red
16067,816.83,0.0,44,orange
16071,735.27,0.0,44,orange
16075,425.5,0.0,45,orange
