fips,to_wtotl,ps_wtotl,cluster_model3,color
16021,137.56,0.39,21,red
16027,976.44,15.92,30,purple
16029,504.97,1.56,6,red
16033,145.26,0.17,21,red
16047,1102.54,3.59,46,purple
16053,744.67,3.67,6,purple
16061,47.99,0.53,4,red
16067,827.51,2.81,30,purple
16071,736.99,0.72,6,purple
16075,432.3,1.94,13,red
16079,7.95,2.48,4,red
16081,407.45,0.78,13,red
35009,139.59,5.2,21,red
35011,37.41,0.24,4,red
35019,23.68,0.58,4,red
35021,2.57,0.08,4,red
35029,108.94,2.99,21,red
35037,40.9,1.26,4,red
35041,172.96,2.72,42,red
32001,215.92,3.28,42,red
32009,53.71,0.11,21,red
32013,469.66,3.57,13,red
32021,10.54,1.05,4,red
32029,2.37,0.53,4,red
32027,169.85,1.27,42,red
41025,421.6,1.72,13,red
41001,259.89,3.27,42,red
49043,58.04,8.95,31,red
49033,119.71,1.79,21,red
49031,38.32,0.71,4,red
53039,31.46,3.09,4,red
53019,4.32,0.58,4,red
53021,383.89,16.3,13,red
53051,3.19,0.99,4,red
53065,20.18,6.19,31,red
53075,11.4,6.26,31,red
6051,70.97,1.98,21,red
16063,251.76,0.4,42,red
16051,626.79,1.07,6,red
16085,16.47,1.55,4,red
16015,4.87,0.48,4,red
4003,240.85,16.15,42,red
4023,13.22,5.17,31,red
4009,190.55,3.8,42,red
41017,125.1,38.0,11,red
41031,178.99,4.38,42,red
4007,26.18,4.83,31,red
4013,2058.19,776.54,15,green
4012,616.59,2.89,6,red
4019,300.05,175.4,16,orange
4021,1020.61,63.24,48,purple
4027,1121.45,36.29,48,purple
4015,164.65,47.86,11,red
4025,87.19,21.14,39,red
4005,38.97,19.87,39,red
4017,51.37,14.5,39,red
4001,31.6,5.77,31,red
6053,380.2,38.23,36,red
6041,70.84,28.19,39,red
6023,74.58,11.49,31,red
6091,24.35,0.37,4,red
6073,617.83,408.82,34,orange
6065,1224.41,440.73,29,orange
6025,1918.32,24.47,35,purple
6019,1824.17,157.08,37,purple
6037,1940.51,1256.44,3,green
6111,312.97,130.02,40,orange
6029,1917.54,168.87,37,purple
6069,26.0,5.24,31,red
6047,1092.33,50.17,48,purple
6109,26.77,5.47,31,red
6043,19.67,0.68,4,red
6039,802.09,15.63,12,purple
6107,1532.32,70.33,2,purple
6057,63.56,11.44,31,red
6003,9.85,0.1,4,red
6011,699.37,2.46,6,purple
6063,107.09,2.15,21,red
6077,1336.84,93.39,48,purple
6101,659.89,13.61,6,purple
6035,112.14,3.8,21,red
6093,229.89,4.61,42,red
6033,62.74,2.93,21,red
6105,22.43,0.99,4,red
6049,173.69,0.6,42,red
6085,218.44,194.59,16,orange
6001,184.21,168.74,16,orange
6055,127.22,15.28,42,red
6017,58.47,27.8,39,red
6061,196.25,54.07,11,red
6115,327.02,8.95,13,red
6005,40.66,8.64,31,red
6009,17.01,6.59,31,red
6089,244.75,33.47,36,red
6021,666.65,2.55,6,purple
6103,539.15,5.26,6,red
6007,811.9,28.81,12,purple
6027,61.99,2.42,21,red
16073,782.25,0.73,30,purple
16011,865.95,1.99,30,purple
16049,116.51,0.93,21,red
16035,161.85,1.04,42,red
16069,276.11,10.07,42,red
16009,11.35,0.52,4,red
16057,188.42,4.2,42,red
16055,131.76,34.69,11,red
16059,94.93,1.63,21,red
16023,193.72,1.43,42,red
16019,817.47,36.62,12,purple
16077,559.97,2.15,6,red
16039,386.4,5.62,13,red
16025,318.12,0.14,13,red
16087,416.89,0.74,13,red
16045,149.72,0.86,21,red
16083,1999.72,15.74,35,purple
16031,987.77,3.66,30,purple
16005,248.58,16.91,42,red
16013,228.28,5.44,42,red
16065,370.48,3.39,13,red
16041,319.67,11.62,13,red
16003,36.19,0.53,4,red
35005,152.25,11.57,42,red
35025,237.14,10.19,42,red
35047,36.87,2.19,4,red
35007,56.3,1.8,21,red
35033,12.4,0.33,4,red
35035,30.97,6.69,31,red
35017,81.02,2.49,21,red
35023,48.54,1.73,4,red
35013,411.78,33.99,36,red
35015,163.13,13.45,42,red
32007,396.03,11.87,13,red
32033,113.8,1.0,21,red
32003,477.64,410.13,34,orange
32005,96.76,13.41,31,red
32031,127.15,55.72,45,red
32019,308.73,8.75,13,red
32510,17.45,11.5,31,red
32023,80.02,6.11,21,red
32017,60.68,1.16,21,red
32011,207.24,0.32,42,red
32015,156.67,1.47,42,red
41045,670.07,6.76,6,purple
41061,211.2,4.58,42,red
41069,25.89,0.17,4,red
41039,275.11,43.68,36,red
41057,37.9,4.57,4,red
41007,45.66,10.0,31,red
41009,36.59,4.7,4,red
41067,203.8,50.04,5,red
41071,132.5,8.83,42,red
41047,410.66,71.92,25,red
41043,151.5,9.57,42,red
41027,90.36,6.3,21,red
41053,72.99,4.96,21,red
41003,97.17,11.95,31,red
41029,494.27,39.04,36,red
41033,51.86,7.18,31,red
41035,683.45,9.45,6,purple
41013,145.06,2.11,21,red
41037,337.5,1.56,13,red
41049,247.02,5.61,42,red
41023,39.27,0.97,4,red
41063,164.19,1.37,42,red
41059,326.45,28.17,36,red
49037,23.29,1.41,4,red
49019,22.97,2.74,4,red
53023,1.33,0.57,4,red
53059,22.35,1.06,4,red
53013,5.86,1.0,4,red
53063,192.3,138.81,40,orange
53015,129.31,10.31,42,red
53069,0.55,0.32,4,red
53047,65.15,6.05,21,red
53017,27.95,5.45,31,red
53003,5.99,5.21,4,red
53037,157.76,6.9,42,red
53043,18.59,2.03,4,red
53025,871.24,23.52,12,purple
53007,54.17,11.29,31,red
53001,166.1,5.58,42,red
53071,137.6,12.72,42,red
49053,95.27,45.48,11,red
49021,175.74,9.76,42,red
49025,15.76,2.3,4,red
49001,108.37,2.13,21,red
49017,58.56,1.46,21,red
49055,61.68,0.59,21,red
49041,78.75,4.63,21,red
49007,44.96,5.41,31,red
49015,153.32,1.74,42,red
49027,321.14,4.21,13,red
49023,66.68,4.59,21,red
49039,207.29,4.9,42,red
49045,250.26,16.13,42,red
49049,457.77,196.55,32,orange
49057,231.48,24.79,33,red
49011,71.94,25.06,26,red
49013,316.52,4.37,13,red
49051,91.87,54.75,17,red
49005,167.44,26.54,39,red
49029,64.93,29.19,39,red
53011,121.97,46.57,11,red
41051,58.04,14.72,33,red
41005,280.76,134.35,19,red
41021,27.16,0.55,4,red
41055,8.13,0.47,4,red
41065,82.17,5.34,21,red
16037,145.16,0.95,21,red
4011,17.87,1.7,4,red
6095,456.7,52.18,36,red
6013,256.77,139.97,40,orange
6087,58.65,18.45,39,red
6097,317.07,40.49,36,red
6045,83.26,8.83,21,red
41011,25.74,5.05,4,red
41041,31.88,8.65,31,red
53035,27.99,19.63,39,red
6081,92.98,68.39,45,red
6075,68.37,67.54,45,red
53029,9.15,6.49,31,red
53049,5.61,2.73,4,red
53077,455.99,30.0,36,red
53067,48.21,22.58,39,red
53041,95.9,5.95,21,red
53061,138.97,65.52,5,red
53073,109.22,18.13,39,red
53045,27.42,4.96,31,red
53027,27.36,7.63,31,red
53057,43.07,20.31,39,red
53053,181.02,110.41,40,orange
53033,270.8,197.62,10,orange
53031,4.16,2.25,4,red
6079,2103.17,29.1,35,purple
6067,874.18,231.29,10,orange
53009,18.97,6.16,31,red
6015,19.55,2.4,4,red
51530,1.06,1.06,4,red
51590,5.53,5.36,4,red
51678,0.0,0.0,4,red
51720,0.53,0.53,4,red
51775,3.92,3.84,4,red
51770,5.22,4.99,31,red
51690,2.06,2.0,4,red
51640,1.83,1.74,4,red
51680,0.03,0.0,4,red
51580,2.14,2.14,4,red
51520,0.06,0.0,4,red
51750,2.48,2.48,4,red
27017,9.88,1.51,4,red
53005,356.37,34.48,36,red
49009,20.12,0.55,4,red
53055,2.72,0.88,4,red
49003,429.99,13.27,13,red
49035,233.48,123.69,49,orange
6059,563.77,457.54,34,orange
12103,514.71,23.86,36,red
12129,4.44,2.31,4,red
12065,6.24,0.65,4,red
12123,42.89,1.75,4,red
12029,5.84,0.62,4,red
12075,19.29,1.48,4,red
12075,19.29,1.48,4,red
12017,1288.93,14.15,46,purple
12017,1288.93,14.15,46,purple
12053,31.07,18.25,39,red
12101,1851.18,61.15,35,purple
12081,104.22,42.83,11,red
12081,104.22,42.83,11,red
12057,1865.46,196.38,37,purple
12057,1865.46,196.38,37,purple
12037,2.25,1.97,4,red
12077,1.63,0.46,4,red
48321,83.22,4.44,21,red
45053,30.26,27.3,31,red
48241,49.51,2.97,4,red
28061,7.75,3.29,4,red
13159,1.87,0.75,4,red
29097,29.14,18.54,31,red
17079,466.01,1.77,13,red
18073,41.33,0.91,4,red
19099,7.64,4.96,4,red
12129,4.44,2.31,4,red
27007,7.16,1.45,4,red
28035,14.98,12.1,31,red
45013,18.97,12.76,0,red
45013,18.97,12.76,0,red
24021,34.91,13.79,31,red
24031,542.79,354.94,7,orange
24043,28.26,17.27,31,red
51610,0.0,0.0,4,red
51600,0.0,0.0,4,red
51540,0.44,0.0,4,red
51685,0.18,0.0,4,red
51683,0.51,0.21,4,red
51630,0.8,0.0,4,red
51013,0.13,0.0,0,red
24025,15.68,9.84,0,red
24005,390.19,209.46,41,orange
11001,0.05,0.0,33,red
24033,540.73,52.34,18,purple
24005,390.19,209.46,41,orange
24003,387.97,39.49,36,red
37091,7.98,2.09,4,red
37073,4.16,0.85,4,red
37131,5.31,1.11,4,red
51175,5.1,0.84,4,red
51041,951.03,39.86,12,purple
51081,1.69,0.03,4,red
51087,23.75,20.15,39,red
51075,3.05,0.08,4,red
51065,63.22,0.77,21,red
51053,2.08,0.03,4,red
51049,0.85,0.0,4,red
51033,7.04,0.83,4,red
51025,26.97,24.34,31,red
51007,1.39,0.1,4,red
51036,2.0,0.0,4,red
51159,0.93,0.36,4,red
51109,1928.9,0.53,47,purple
51111,1.55,0.48,4,red
51117,5.46,1.87,4,red
51036,2.0,0.0,4,red
51057,1.3,0.02,4,red
51159,0.93,0.36,4,red
51057,1.3,0.02,4,red
37091,7.98,2.09,4,red
37015,7.26,1.68,4,red
51730,0.16,0.0,4,red
51760,76.67,70.23,17,red
51570,0.04,0.0,4,red
51670,138.73,20.55,42,red
24047,15.57,7.68,31,red
24047,15.57,7.68,31,red
37041,4.58,1.39,4,red
37139,3.59,2.67,4,red
37015,7.26,1.68,4,red
37143,3.4,0.75,4,red
51095,6.24,5.36,31,red
51710,0.42,0.28,0,red
37029,1.13,0.71,4,red
51800,46.78,44.45,17,red
51550,10.59,7.12,0,red
51133,2.48,0.14,4,red
51115,0.67,0.0,4,red
51115,0.67,0.0,4,red
51103,0.57,0.12,4,red
51133,2.48,0.14,4,red
51073,2.81,0.66,4,red
51095,6.24,5.36,31,red
51650,0.05,0.0,0,red
51800,46.78,44.45,17,red
51810,3.0,1.76,33,red
51119,1.25,0.07,4,red
51119,1.25,0.07,4,red
51073,2.81,0.66,4,red
51181,2023.75,0.15,47,purple
51093,17.18,1.55,4,red
37053,7.28,3.29,4,red
51103,0.57,0.12,4,red
51181,2023.75,0.15,47,purple
37053,7.28,3.29,4,red
37029,1.13,0.71,4,red
37139,3.59,2.67,4,red
37143,3.4,0.75,4,red
37041,4.58,1.39,4,red
51735,0.0,0.0,4,red
51199,394.47,19.05,13,red
51740,63.95,60.83,17,red
51650,0.05,0.0,0,red
51700,27.56,22.2,39,red
51735,0.0,0.0,4,red
24039,4.59,1.09,4,red
51097,1.89,0.0,4,red
24019,19.19,2.65,4,red
24045,17.82,6.86,31,red
24019,19.19,2.65,4,red
51193,2.96,0.79,4,red
51193,2.96,0.79,4,red
24045,17.82,6.86,31,red
54027,3.22,0.53,4,red
51149,0.85,0.14,4,red
51620,0.93,0.87,4,red
51595,0.7,0.69,4,red
51131,3.23,0.4,4,red
24039,4.59,1.09,4,red
34041,26.07,7.26,31,red
34007,50.21,42.83,11,red
34019,130.01,119.9,19,red
34021,141.38,37.62,11,red
34027,102.29,90.03,45,red
34035,10.1,2.71,0,red
34037,23.39,5.94,31,red
42011,48.54,31.85,39,red
42017,240.79,98.64,45,red
42077,47.74,34.58,39,red
42089,31.25,11.35,31,red
42091,120.93,63.31,45,red
42101,315.38,249.54,32,orange
42025,25.42,23.34,31,red
42045,402.69,20.79,36,red
34015,57.92,17.52,39,red
42095,39.67,9.53,0,red
42029,60.18,42.15,17,red
24011,19.62,0.98,4,red
10003,624.65,60.61,25,purple
24015,10.78,3.6,4,red
24029,5.95,1.09,4,red
10001,46.71,11.81,31,red
34023,74.96,39.08,5,red
10005,118.75,13.93,39,red
34005,89.33,54.2,11,red
24035,14.28,1.77,4,red
41019,107.77,14.2,39,red
48057,17.34,0.25,4,red
48239,43.59,0.9,4,red
51001,17.64,0.88,4,red
36029,340.75,171.43,44,orange
36061,229.49,0.0,26,red
51199,394.47,19.05,13,red
48261,0.87,0.07,4,red
48489,35.5,0.43,4,red
26033,14.39,2.69,4,red
41015,18.1,2.85,4,red
