year,FIPS,normal_wet,abnormally_dry,moderate_drought,severe_drought,extreme_drought,exceptional_drought
2001,13091,28.92,71.08,64.32,1.24,0.0,0.0
2001,13093,28.54,71.46,54.81,0.0,0.0,0.0
2001,13095,33.96,66.04,36.35,0.0,0.0,0.0
2001,13097,27.9,72.1,47.83,30.03,0.0,0.0
2001,13099,47.35,52.65,22.07,0.0,0.0,0.0
2001,13101,30.71,69.29,43.3,16.83,0.0,0.0
2001,13103,10.11,89.89,68.99,29.87,0.0,0.0
2001,13105,0.0,100.0,75.53,56.47,1.97,0.0
2001,13107,17.13,82.87,62.29,24.27,0.0,0.0
2001,13109,15.99,84.01,59.42,20.18,0.0,0.0
2001,13111,18.39,81.61,62.89,27.62,0.06,0.0
2001,13113,25.0,75.0,49.9,32.64,0.0,0.0
2001,13115,31.77,68.23,40.29,18.5,0.0,0.0
2001,13117,12.96,87.04,61.49,31.61,0.0,0.0
2001,13119,3.27,96.73,74.48,53.49,0.06,0.0
2001,13121,19.53,80.47,53.04,32.25,0.0,0.0
2001,13123,21.15,78.85,61.79,26.54,0.0,0.0
2001,13125,9.59,90.41,71.15,27.29,0.0,0.0
2001,13127,26.29,73.71,65.01,13.76,1.92,0.0
2001,13129,21.17,78.83,49.6,21.62,0.0,0.0
2001,13131,38.46,61.54,42.92,6.38,0.0,0.0
2001,13133,10.36,89.64,71.15,42.73,0.0,0.0
2001,13135,11.54,88.46,65.84,32.69,0.0,0.0
2001,13137,12.92,87.08,67.83,49.95,0.46,0.0
2001,13139,12.43,87.57,65.98,38.75,0.0,0.0
2001,13141,18.11,81.89,70.81,36.86,0.0,0.0
2001,13143,40.43,59.57,42.55,18.26,0.0,0.0
2001,13145,35.81,64.19,39.09,10.74,0.0,0.0
2001,13147,0.0,100.0,73.99,54.65,0.05,0.0
2001,13149,37.3,62.7,41.31,17.55,0.0,0.0
2001,13151,24.99,75.01,55.58,32.69,0.0,0.0
2001,13153,24.4,75.6,63.48,6.78,0.0,0.0
2001,13155,31.72,68.28,46.98,0.0,0.0,0.0
2001,13157,11.54,88.46,73.29,41.21,0.0,0.0
2001,13159,24.97,75.03,69.65,32.98,0.0,0.0
2001,13161,29.71,70.29,58.03,4.72,0.0,0.0
2001,13163,11.0,89.0,68.65,26.92,0.0,0.0
2001,13165,8.52,91.48,65.67,26.92,0.0,0.0
2001,13167,21.68,78.32,65.38,19.52,0.0,0.0
2001,13169,25.0,75.0,66.79,30.21,0.0,0.0
2001,13171,25.0,75.0,54.4,30.77,0.0,0.0
2001,13173,32.21,67.79,39.01,4.42,0.0,0.0
2001,13175,22.43,77.57,65.38,11.13,0.0,0.0
2001,13177,31.33,68.67,35.72,0.0,0.0,0.0
2001,13179,23.77,76.23,62.95,19.75,0.26,0.0
2001,13181,0.0,100.0,74.55,51.16,3.85,0.0
2001,13183,22.23,77.77,61.27,13.28,0.0,0.0
2001,13185,33.16,66.84,41.1,7.99,0.0,0.0
2001,13187,21.15,78.85,65.63,34.88,0.0,0.0
2001,13189,0.34,99.66,71.15,35.59,0.03,0.0
2001,13191,26.61,73.39,64.35,11.99,1.68,0.0
2001,13193,28.02,71.98,50.12,1.94,0.0,0.0
2001,13195,5.67,94.33,75.19,50.26,0.0,0.0
2001,13197,35.32,64.68,37.16,3.71,0.0,0.0
2001,13199,32.25,67.75,46.11,28.86,0.0,0.0
2001,13201,39.0,61.0,28.35,0.0,0.0,0.0
2001,13205,35.48,64.52,40.01,0.01,0.0,0.0
2001,13207,25.0,75.0,59.19,30.24,0.0,0.0
2001,13209,26.21,73.79,61.82,14.25,0.0,0.0
2001,13211,12.69,87.31,71.15,35.26,0.0,0.0
2001,13213,21.27,78.73,53.76,22.05,0.0,0.0
2001,13215,36.3,63.7,32.23,5.77,0.0,0.0
2001,13217,19.8,80.2,69.57,33.98,0.0,0.0
2001,13219,11.54,88.46,71.41,41.4,0.0,0.0
2001,13221,5.03,94.97,74.45,48.72,0.1,0.0
2001,13223,29.18,70.82,48.21,25.08,0.0,0.0
2001,13225,25.0,75.0,60.49,14.98,0.0,0.0
2001,13227,21.15,78.85,60.75,25.64,0.0,0.0
2001,13229,23.6,76.4,55.16,7.69,0.0,0.0
2001,13231,26.27,73.73,52.12,30.77,0.0,0.0
2001,13233,36.49,63.51,43.04,18.55,0.0,0.0
2001,13235,28.17,71.83,64.09,0.0,0.0,0.0
2001,13237,23.57,76.43,71.15,33.35,0.0,0.0
2001,13239,53.84,46.16,17.35,0.0,0.0,0.0
2001,13241,11.16,88.84,74.12,51.82,9.87,0.0
2001,13243,51.01,48.99,24.75,0.0,0.0,0.0
2001,13245,0.28,99.72,70.43,27.29,0.42,0.0
2001,13247,17.67,82.33,65.18,32.69,0.0,0.0
2001,13249,35.93,64.07,38.54,1.15,0.0,0.0
2001,13251,7.28,92.72,69.33,27.83,0.0,0.0
2001,13253,38.5,61.5,24.86,2.19,0.0,0.0
2001,13255,24.99,75.01,52.46,31.53,0.0,0.0
2001,13257,1.73,98.27,70.03,53.17,1.52,0.0
2001,13259,47.34,52.66,25.34,0.02,0.0,0.0
2001,13261,32.65,67.35,35.16,0.0,0.0,0.0
2001,13263,33.04,66.96,46.27,14.96,0.0,0.0
2001,13265,5.24,94.76,71.18,45.62,0.0,0.0
2001,13267,22.33,77.67,60.71,15.97,0.0,0.0
2001,13269,30.09,69.91,47.78,11.38,0.0,0.0
2001,13271,30.77,69.23,62.48,0.0,0.0,0.0
2001,13273,40.71,59.28,28.47,0.0,0.0,0.0
2001,13275,35.28,64.72,44.23,6.83,0.0,0.0
2001,13277,32.69,67.31,42.0,0.0,0.0,0.0
2001,13279,26.19,73.81,61.04,15.26,0.0,0.0
2001,13281,13.55,86.45,68.75,46.75,1.93,0.0
2001,13283,20.74,79.26,64.54,16.1,0.0,0.0
2001,13285,35.84,64.16,40.65,18.21,0.0,0.0
2001,13287,31.05,68.95,46.51,0.0,0.0,0.0
2001,13289,25.0,75.0,65.2,15.8,0.0,0.0
2001,13291,17.78,82.22,66.92,38.12,1.07,0.0
2001,13293,27.55,72.45,51.92,28.65,0.0,0.0
2001,13295,26.88,73.12,41.46,13.45,0.0,0.0
2001,13297,11.54,88.46,71.15,33.72,0.0,0.0
2001,13299,26.61,73.39,45.92,12.76,0.08,0.0
2001,13301,4.91,95.09,71.15,38.4,0.0,0.0
2001,13303,22.6,77.4,65.86,21.74,0.0,0.0
2001,13305,21.71,78.29,59.07,9.35,0.05,0.0
2001,13307,41.1,58.9,27.8,0.0,0.0,0.0
2001,13309,29.9,70.1,64.4,3.53,0.0,0.0
2001,13311,20.08,79.92,67.01,41.34,0.17,0.0
2001,13313,23.91,76.09,49.35,18.31,0.0,0.0
2001,13315,30.77,69.23,57.66,0.0,0.0,0.0
2001,13317,0.81,99.19,74.2,49.7,1.82,0.0
2001,13319,25.0,75.0,65.38,17.23,0.0,0.0
2001,13321,32.23,67.77,43.54,0.0,0.0,0.0
2001,15001,40.29,59.71,36.78,11.85,0.0,0.0
2001,15003,24.94,75.06,38.12,3.43,0.0,0.0
2001,15005,0.0,100.0,98.08,42.31,28.85,0.0
2001,15007,49.27,50.73,2.46,0.0,0.0,0.0
2001,15009,20.54,79.46,62.59,34.38,6.24,0.0
2001,16001,11.9,88.1,87.57,74.44,0.0,0.0
2001,16003,9.79,90.21,87.2,54.99,14.74,0.0
2001,16005,6.77,93.23,88.23,67.56,42.24,0.0
2001,16007,12.95,87.05,79.22,59.34,38.54,0.0
2001,16009,2.03,97.97,88.46,80.77,0.0,0.0
2001,16011,5.77,94.23,88.46,74.94,42.31,0.0
2001,16013,5.77,94.23,88.46,77.61,37.66,0.0
2001,16015,6.02,93.98,88.46,80.33,0.0,0.0
2001,16017,1.92,98.08,90.89,80.77,25.46,0.0
2001,16019,5.77,94.23,88.46,71.98,41.73,0.0
2001,16021,1.71,98.29,92.31,80.77,27.88,0.0
2001,16023,5.77,94.23,88.46,79.67,41.46,0.0
2001,16025,5.77,94.23,88.46,78.29,14.98,0.0
2001,16027,15.38,84.62,82.02,58.74,0.0,0.0
2001,16029,5.77,94.23,88.46,63.97,41.62,0.0
2001,16031,10.89,89.11,86.16,59.67,37.96,0.0
2001,16033,5.77,94.23,88.46,80.77,38.95,0.0
2001,16035,5.28,94.72,88.46,80.77,0.0,0.0
2001,16037,5.77,94.23,88.46,80.77,32.28,0.0
2001,16039,6.91,93.09,88.45,77.06,2.15,0.0
2001,16041,16.21,83.79,77.82,62.76,37.2,0.0
2001,16043,5.77,94.23,88.46,80.77,39.91,0.0
2001,16045,11.07,88.93,87.24,61.1,0.0,0.0
2001,16047,5.77,94.23,88.46,75.0,26.13,0.0
2001,16049,5.89,94.11,88.45,76.84,13.83,0.0
2001,16051,5.77,94.23,88.46,80.77,42.31,0.0
2001,16053,5.77,94.23,88.46,74.93,38.27,0.0
2001,16055,1.92,98.08,88.46,80.77,1.1,0.0
2001,16057,4.63,95.37,88.46,69.98,0.0,0.0
2001,16059,5.77,94.23,88.46,80.77,28.55,0.0
2001,16061,5.77,94.23,88.46,66.57,3.66,0.0
2001,16063,5.77,94.23,88.46,75.0,39.68,0.0
2001,16065,5.77,94.23,88.46,80.72,42.31,0.0
2001,16067,5.77,94.23,88.46,75.0,40.97,0.0
2001,16069,5.92,94.08,88.46,56.7,5.16,0.0
2001,16071,13.98,86.02,81.22,63.0,37.76,0.0
2001,16073,13.54,86.46,78.77,60.86,8.88,0.0
2001,16075,14.99,85.01,83.08,53.85,0.0,0.0
2001,16077,6.36,93.64,88.46,71.26,42.23,0.0
2001,16079,2.22,97.78,88.46,80.77,3.35,0.0
2001,16081,5.77,94.23,88.46,79.46,40.84,0.0
2001,16083,11.29,88.71,83.17,58.13,34.77,0.0
2001,16085,5.77,94.23,88.46,80.42,14.6,0.0
2001,16087,14.59,85.41,83.7,53.79,0.01,0.0
2001,17001,93.41,6.59,0.2,0.0,0.0,0.0
2001,17003,49.9,50.1,28.19,17.28,0.0,0.0
2001,17005,85.85,14.15,2.02,0.0,0.0,0.0
2001,17007,93.9,6.1,0.0,0.0,0.0,0.0
2001,17009,87.54,12.46,1.92,0.0,0.0,0.0
2001,17011,89.29,10.71,0.35,0.0,0.0,0.0
2001,17013,92.19,7.81,0.0,0.0,0.0,0.0
2001,17015,90.0,10.0,0.0,0.0,0.0,0.0
2001,17017,81.3,18.7,2.27,0.0,0.0,0.0
2001,17019,90.25,9.75,1.74,0.0,0.0,0.0
2001,17021,87.77,12.23,1.8,0.0,0.0,0.0
2001,17023,82.16,17.84,7.56,1.29,0.0,0.0
2001,17025,76.81,23.19,7.73,3.35,0.0,0.0
2001,17027,83.41,16.59,4.22,0.73,0.0,0.0
2001,17029,86.84,13.16,2.96,0.0,0.0,0.0
2001,17031,96.79,3.21,0.0,0.0,0.0,0.0
2001,17033,76.1,23.9,7.72,3.3,0.0,0.0
2001,17035,85.36,14.64,6.46,0.08,0.0,0.0
2001,17037,91.16,8.84,0.0,0.0,0.0,0.0
2001,17039,80.16,19.84,3.57,0.0,0.0,0.0
2001,17041,87.73,12.27,1.95,0.0,0.0,0.0
2001,17043,95.93,4.07,0.0,0.0,0.0,0.0
2001,17045,85.26,14.74,4.4,0.04,0.0,0.0
2001,17047,70.21,29.79,14.38,3.85,0.0,0.0
2001,17049,86.2,13.8,5.93,0.17,0.0,0.0
2001,17051,87.8,12.2,2.88,0.01,0.0,0.0
2001,17053,89.96,10.04,0.91,0.0,0.0,0.0
2001,17055,68.87,31.13,15.38,3.85,0.0,0.0
2001,17057,77.81,22.19,2.53,0.0,0.0,0.0
2001,17059,59.52,40.48,21.21,5.81,0.0,0.0
2001,17061,92.26,7.74,0.0,0.0,0.0,0.0
2001,17063,90.9,9.1,0.08,0.0,0.0,0.0
2001,17065,68.21,31.79,15.39,4.09,0.0,0.0
2001,17067,84.45,15.55,0.02,0.0,0.0,0.0
2001,17069,57.25,42.75,27.09,6.22,0.0,0.0
2001,17071,77.47,22.53,0.0,0.0,0.0,0.0
2001,17073,86.18,13.82,0.01,0.0,0.0,0.0
2001,17075,90.84,9.16,1.76,0.0,0.0,0.0
2001,17077,66.26,33.74,15.95,3.99,0.0,0.0
2001,17079,79.7,20.3,7.69,2.29,0.0,0.0
2001,17081,74.28,25.72,11.54,3.85,0.0,0.0
2001,17083,91.71,8.29,0.0,0.0,0.0,0.0
2001,17085,90.06,9.94,0.0,0.0,0.0,0.0
2001,17087,54.94,45.06,23.18,5.91,0.0,0.0
2001,17089,93.42,6.58,0.0,0.0,0.0,0.0
2001,17091,92.44,7.56,0.32,0.0,0.0,0.0
2001,17093,91.64,8.36,0.0,0.0,0.0,0.0
2001,17095,78.82,21.18,0.55,0.0,0.0,0.0
2001,17097,98.08,1.92,0.0,0.0,0.0,0.0
2001,17099,88.25,11.75,0.84,0.0,0.0,0.0
2001,17101,73.0,27.0,10.18,3.85,0.0,0.0
2001,17103,90.39,9.61,0.0,0.0,0.0,0.0
2001,17105,87.42,12.58,1.45,0.0,0.0,0.0
2001,17107,79.17,20.83,3.85,0.0,0.0,0.0
2001,17109,80.47,19.53,1.13,0.0,0.0,0.0
2001,17111,97.43,2.57,0.0,0.0,0.0,0.0
2001,17113,80.11,19.89,2.91,0.0,0.0,0.0
2001,17115,84.81,15.19,2.99,0.0,0.0,0.0
2001,17117,90.56,9.44,0.23,0.0,0.0,0.0
2001,17119,87.43,12.57,1.42,0.0,0.0,0.0
2001,17121,79.77,20.23,7.41,2.75,0.0,0.0
2001,17123,77.85,22.15,1.92,0.0,0.0,0.0
2001,17125,78.52,21.48,3.62,0.0,0.0,0.0
2001,17127,53.68,46.32,26.92,16.76,0.0,0.0
2001,17129,79.75,20.25,3.85,0.0,0.0,0.0
2001,17131,81.15,18.85,0.0,0.0,0.0,0.0
2001,17133,81.15,18.85,5.48,1.2,0.0,0.0
2001,17135,87.32,12.68,1.44,0.0,0.0,0.0
2001,17137,87.51,12.49,1.9,0.0,0.0,0.0
2001,17139,87.82,12.18,1.92,0.0,0.0,0.0
2001,17141,90.38,9.62,0.0,0.0,0.0,0.0
2001,17143,77.24,22.76,2.98,0.0,0.0,0.0
2001,17145,74.5,25.5,13.15,3.85,0.0,0.0
2001,17147,87.68,12.32,0.89,0.0,0.0,0.0
2001,17149,92.34,7.66,0.28,0.0,0.0,0.0
2001,17151,54.84,45.16,25.52,7.72,0.0,0.0
2001,17153,52.47,47.53,28.28,16.06,0.0,0.0
2001,17155,85.21,14.79,1.92,0.0,0.0,0.0
2001,17157,71.66,28.34,10.4,3.85,0.0,0.0
2001,17159,73.98,26.02,8.58,3.85,0.0,0.0
2001,17161,85.33,14.67,0.0,0.0,0.0,0.0
2001,17163,84.11,15.89,3.4,0.64,0.0,0.0
2001,17165,59.73,40.27,19.12,5.65,0.0,0.0
2001,17167,83.61,16.39,2.9,0.0,0.0,0.0
2001,17169,82.21,17.79,1.92,0.0,0.0,0.0
2001,17171,91.15,8.85,1.42,0.0,0.0,0.0
2001,17173,87.25,12.75,1.92,0.0,0.0,0.0
2001,17175,79.55,20.45,1.82,0.0,0.0,0.0
2001,17177,90.38,9.62,0.0,0.0,0.0,0.0
2001,17179,77.05,22.95,3.85,0.0,0.0,0.0
2001,17181,56.8,43.2,23.55,6.4,0.0,0.0
2001,17183,89.68,10.32,2.07,0.0,0.0,0.0
2001,17185,69.42,30.58,16.61,3.85,0.0,0.0
2001,17187,78.79,21.21,0.0,0.0,0.0,0.0
2001,17189,78.91,21.09,7.57,3.74,0.0,0.0
2001,17191,72.53,27.47,11.64,3.85,0.0,0.0
2001,17193,65.56,34.44,16.06,5.09,0.0,0.0
2001,17195,90.06,9.94,0.0,0.0,0.0,0.0
2001,17197,92.93,7.07,0.0,0.0,0.0,0.0
2001,17199,61.81,38.19,17.04,4.44,0.0,0.0
2001,17201,91.19,8.81,0.0,0.0,0.0,0.0
2001,17203,76.95,23.05,2.99,0.0,0.0,0.0
2001,18001,93.58,6.42,0.0,0.0,0.0,0.0
2001,18003,94.23,5.77,0.0,0.0,0.0,0.0
2001,18005,75.84,24.16,9.63,3.85,0.0,0.0
2001,18007,91.33,8.67,1.92,0.0,0.0,0.0
2001,18009,90.81,9.19,0.83,0.0,0.0,0.0
2001,18011,87.18,12.82,3.85,1.04,0.0,0.0
2001,18013,75.98,24.02,9.34,3.85,0.0,0.0
2001,18015,91.22,8.78,2.58,0.0,0.0,0.0
2001,18017,92.79,7.21,2.12,0.0,0.0,0.0
2001,18019,69.6,30.4,14.99,3.85,0.0,0.0
2001,18021,81.73,18.27,7.69,2.21,0.0,0.0
2001,18023,88.46,11.54,3.85,0.0,0.0,0.0
2001,18025,65.43,34.57,19.09,3.85,0.0,0.0
2001,18027,71.53,28.47,13.82,3.85,0.0,0.0
2001,18029,76.66,23.34,13.33,0.0,0.0,0.0
2001,18031,77.32,22.68,11.73,3.29,0.0,0.0
2001,18033,94.09,5.91,0.0,0.0,0.0,0.0
2001,18035,87.35,12.65,3.63,0.0,0.0,0.0
2001,18037,66.04,33.96,18.89,3.85,0.0,0.0
2001,18039,96.43,3.57,0.0,0.0,0.0,0.0
2001,18041,82.49,17.51,5.77,0.0,0.0,0.0
2001,18043,67.45,32.55,13.69,3.85,0.0,0.0
2001,18045,87.13,12.87,3.51,0.0,0.0,0.0
2001,18047,80.52,19.48,10.95,0.14,0.0,0.0
2001,18049,95.73,4.27,1.11,0.0,0.0,0.0
2001,18051,65.87,34.13,19.44,4.47,0.0,0.0
2001,18053,90.97,9.03,3.44,0.0,0.0,0.0
2001,18055,74.44,25.56,8.64,3.85,0.0,0.0
2001,18057,86.13,13.87,3.85,1.06,0.0,0.0
2001,18059,83.23,16.77,3.98,1.89,0.0,0.0
2001,18061,64.49,35.51,13.6,3.85,0.0,0.0
2001,18063,83.19,16.81,6.82,1.92,0.0,0.0
2001,18065,83.17,16.83,3.85,0.11,0.0,0.0
2001,18067,90.12,9.88,3.85,0.0,0.0,0.0
2001,18069,94.2,5.8,0.01,0.0,0.0,0.0
2001,18071,72.09,27.91,9.95,3.85,0.0,0.0
2001,18073,93.51,6.49,1.91,0.0,0.0,0.0
2001,18075,90.9,9.1,0.0,0.0,0.0,0.0
2001,18077,71.15,28.85,15.07,3.41,0.0,0.0
2001,18079,71.22,28.78,11.82,3.85,0.0,0.0
2001,18081,81.6,18.4,7.73,2.93,0.0,0.0
2001,18083,71.88,28.12,14.61,3.85,0.0,0.0
2001,18085,95.45,4.55,0.0,0.0,0.0,0.0
2001,18087,97.82,2.18,0.0,0.0,0.0,0.0
2001,18089,94.72,5.28,0.23,0.0,0.0,0.0
2001,18091,96.15,3.85,0.0,0.0,0.0,0.0
2001,18093,72.16,27.84,10.66,3.85,0.0,0.0
2001,18095,87.08,12.92,3.85,0.27,0.0,0.0
2001,18097,83.53,16.47,5.56,1.92,0.0,0.0
2001,18099,96.15,3.85,0.0,0.0,0.0,0.0
2001,18101,70.78,29.22,13.49,3.85,0.0,0.0
2001,18103,92.87,7.13,2.37,0.0,0.0,0.0
2001,18105,76.75,23.25,8.83,3.85,0.0,0.0
2001,18107,86.09,13.91,3.86,0.25,0.0,0.0
2001,18109,82.66,17.34,7.69,2.44,0.0,0.0
2001,18111,92.38,7.62,1.92,0.0,0.0,0.0
2001,18113,94.72,5.28,0.0,0.0,0.0,0.0
2001,18115,71.36,28.64,17.3,0.0,0.0,0.0
2001,18117,68.39,31.61,15.91,3.85,0.0,0.0
2001,18119,80.72,19.28,7.69,2.99,0.0,0.0
2001,18121,83.51,16.49,6.1,0.74,0.0,0.0
2001,18123,64.66,35.34,19.17,4.89,0.0,0.0
2001,18125,66.5,33.5,19.7,3.85,0.0,0.0
2001,18127,96.14,3.86,0.05,0.0,0.0,0.0
2001,18129,63.53,36.47,20.84,7.02,0.0,0.0
2001,18131,94.47,5.53,1.92,0.0,0.0,0.0
2001,18133,82.75,17.25,7.65,1.91,0.0,0.0
2001,18135,85.91,14.09,1.07,0.0,0.0,0.0
2001,18137,73.16,26.84,13.76,1.96,0.0,0.0
2001,18139,82.52,17.48,5.53,1.53,0.0,0.0
2001,18141,96.15,3.85,0.0,0.0,0.0,0.0
2001,18143,70.99,29.01,13.78,3.85,0.0,0.0
2001,18145,80.66,19.34,7.13,2.97,0.0,0.0
2001,18147,65.82,34.18,20.23,7.15,0.0,0.0
2001,18149,95.93,4.07,0.38,0.0,0.0,0.0
2001,18151,95.45,4.55,0.0,0.0,0.0,0.0
2001,18153,75.78,24.22,7.79,3.33,0.0,0.0
2001,18155,71.15,28.85,16.71,0.0,0.0,0.0
2001,18157,88.52,11.48,2.88,0.0,0.0,0.0
2001,18159,89.0,11.0,3.85,0.0,0.0,0.0
2001,18161,81.76,18.24,6.4,0.0,0.0,0.0
2001,18163,64.81,35.19,21.15,7.69,0.0,0.0
2001,18165,85.49,14.51,4.35,0.01,0.0,0.0
2001,18167,81.96,18.04,7.69,1.86,0.0,0.0
2001,18169,93.88,6.12,0.84,0.0,0.0,0.0
2001,18171,90.17,9.83,1.93,0.0,0.0,0.0
2001,18173,64.88,35.12,21.15,7.5,0.0,0.0
2001,18175,69.47,30.53,12.97,3.85,0.0,0.0
2001,18177,84.1,15.9,4.48,0.0,0.0,0.0
2001,18179,94.15,5.85,0.0,0.0,0.0,0.0
2001,18181,93.17,6.83,1.92,0.0,0.0,0.0
2001,18183,94.23,5.77,0.0,0.0,0.0,0.0
2001,19001,65.84,34.16,12.61,0.99,0.0,0.0
2001,19003,72.83,27.17,11.01,0.0,0.0,0.0
2001,19005,88.85,11.15,0.0,0.0,0.0,0.0
2001,19007,86.75,13.25,0.0,0.0,0.0,0.0
2001,19009,54.32,45.68,20.25,6.33,0.0,0.0
2001,19011,86.37,13.63,0.0,0.0,0.0,0.0
2001,19013,95.55,4.45,0.0,0.0,0.0,0.0
2001,19015,72.56,27.44,1.06,0.0,0.0,0.0
2001,19017,96.15,3.85,0.0,0.0,0.0,0.0
2001,19019,92.95,7.05,0.0,0.0,0.0,0.0
2001,19021,83.46,16.54,6.05,0.0,0.0,0.0
2001,19023,96.15,3.85,0.0,0.0,0.0,0.0
2001,19025,72.34,27.66,4.88,0.32,0.0,0.0
2001,19027,57.22,42.78,18.67,4.14,0.0,0.0
2001,19029,57.53,42.47,16.39,2.99,0.0,0.0
2001,19031,84.03,15.97,0.0,0.0,0.0,0.0
2001,19033,93.78,6.22,0.0,0.0,0.0,0.0
2001,19035,82.69,17.31,7.69,0.0,0.0,0.0
2001,19037,96.15,3.85,0.0,0.0,0.0,0.0
2001,19039,80.17,19.83,7.69,0.0,0.0,0.0
2001,19041,85.59,14.41,0.03,0.0,0.0,0.0
2001,19043,89.46,10.54,0.0,0.0,0.0,0.0
2001,19045,85.4,14.6,0.0,0.0,0.0,0.0
2001,19047,58.27,41.73,18.44,4.25,0.0,0.0
2001,19049,70.73,29.27,7.65,0.0,0.0,0.0
2001,19051,83.31,16.69,0.0,0.0,0.0,0.0
2001,19053,83.52,16.48,6.61,0.0,0.0,0.0
2001,19055,89.07,10.93,0.0,0.0,0.0,0.0
2001,19057,77.12,22.88,0.0,0.0,0.0,0.0
2001,19059,88.46,11.54,0.0,0.0,0.0,0.0
2001,19061,88.38,11.62,0.0,0.0,0.0,0.0
2001,19063,88.48,11.52,0.0,0.0,0.0,0.0
2001,19065,95.45,4.55,0.0,0.0,0.0,0.0
2001,19067,96.15,3.85,0.0,0.0,0.0,0.0
2001,19069,95.09,4.91,0.0,0.0,0.0,0.0
2001,19071,70.06,29.94,13.6,0.21,0.0,0.0
2001,19073,60.85,39.15,7.91,1.51,0.0,0.0
2001,19075,95.75,4.25,0.0,0.0,0.0,0.0
2001,19077,55.51,44.49,15.04,2.89,0.0,0.0
2001,19079,89.13,10.87,0.0,0.0,0.0,0.0
2001,19081,90.38,9.62,0.0,0.0,0.0,0.0
2001,19083,94.58,5.42,0.0,0.0,0.0,0.0
2001,19085,61.05,38.95,17.92,3.85,0.0,0.0
2001,19087,79.5,20.5,0.0,0.0,0.0,0.0
2001,19089,97.54,2.46,0.0,0.0,0.0,0.0
2001,19091,90.01,9.99,0.0,0.0,0.0,0.0
2001,19093,70.84,29.16,7.8,1.79,0.0,0.0
2001,19095,80.77,19.23,0.0,0.0,0.0,0.0
2001,19097,87.01,12.99,0.0,0.0,0.0,0.0
2001,19099,77.28,22.72,0.0,0.0,0.0,0.0
2001,19101,80.1,19.9,0.0,0.0,0.0,0.0
2001,19103,79.75,20.25,0.0,0.0,0.0,0.0
2001,19105,87.72,12.27,0.0,0.0,0.0,0.0
2001,19107,80.64,19.36,0.0,0.0,0.0,0.0
2001,19109,90.21,9.79,0.0,0.0,0.0,0.0
2001,19111,79.67,20.33,0.0,0.0,0.0,0.0
2001,19113,87.44,12.56,0.0,0.0,0.0,0.0
2001,19115,77.25,22.75,0.0,0.0,0.0,0.0
2001,19117,79.63,20.37,5.06,0.0,0.0,0.0
2001,19119,89.51,10.49,0.0,0.0,0.0,0.0
2001,19121,75.72,24.28,7.88,0.0,0.0,0.0
2001,19123,78.7,21.3,0.0,0.0,0.0,0.0
2001,19125,78.41,21.59,0.53,0.0,0.0,0.0
2001,19127,85.77,14.23,0.0,0.0,0.0,0.0
2001,19129,67.44,32.56,14.8,0.66,0.0,0.0
2001,19131,96.41,3.59,0.0,0.0,0.0,0.0
2001,19133,65.65,34.35,10.9,3.85,0.0,0.0
2001,19135,78.18,21.82,0.0,0.0,0.0,0.0
2001,19137,67.76,32.24,14.21,0.0,0.0,0.0
2001,19139,80.4,19.6,0.0,0.0,0.0,0.0
2001,19141,83.23,16.77,0.84,0.0,0.0,0.0
2001,19143,88.29,11.71,0.0,0.0,0.0,0.0
2001,19145,74.29,25.71,9.77,0.0,0.0,0.0
2001,19147,89.39,10.61,0.0,0.0,0.0,0.0
2001,19149,83.37,16.63,4.82,0.0,0.0,0.0
2001,19151,86.73,13.27,1.01,0.0,0.0,0.0
2001,19153,76.84,23.16,0.98,0.0,0.0,0.0
2001,19155,57.57,42.43,15.96,3.47,0.0,0.0
2001,19157,79.37,20.63,0.0,0.0,0.0,0.0
2001,19159,81.92,18.08,7.69,0.0,0.0,0.0
2001,19161,67.97,32.03,8.09,0.24,0.0,0.0
2001,19163,84.83,15.17,0.0,0.0,0.0,0.0
2001,19165,59.24,40.76,21.14,5.61,0.0,0.0
2001,19167,84.5,15.5,0.08,0.0,0.0,0.0
2001,19169,82.01,17.99,0.0,0.0,0.0,0.0
2001,19171,87.56,12.44,0.0,0.0,0.0,0.0
2001,19173,78.4,21.6,8.42,0.0,0.0,0.0
2001,19175,79.76,20.24,7.96,0.0,0.0,0.0
2001,19177,81.44,18.56,0.0,0.0,0.0,0.0
2001,19179,81.09,18.91,0.0,0.0,0.0,0.0
2001,19181,78.31,21.69,6.01,0.0,0.0,0.0
2001,19183,77.52,22.48,0.0,0.0,0.0,0.0
2001,19185,85.56,14.44,1.89,0.0,0.0,0.0
2001,19187,82.28,17.72,0.4,0.0,0.0,0.0
2001,19189,90.38,9.62,0.0,0.0,0.0,0.0
2001,19191,96.34,3.66,0.0,0.0,0.0,0.0
2001,19193,81.15,18.85,7.69,1.57,0.0,0.0
2001,19195,93.01,6.99,0.0,0.0,0.0,0.0
2001,19197,90.98,9.02,0.0,0.0,0.0,0.0
2001,20001,87.11,12.89,2.0,0.0,0.0,0.0
2001,20003,84.5,15.5,1.92,0.0,0.0,0.0
2001,20005,81.28,18.72,13.67,5.27,0.0,0.0
2001,20007,60.3,39.7,16.21,0.45,0.0,0.0
2001,20009,81.41,18.59,0.0,0.0,0.0,0.0
2001,20011,89.39,10.61,1.85,0.0,0.0,0.0
2001,20013,81.38,18.62,14.5,7.48,0.0,0.0
2001,20015,72.85,27.15,7.13,0.0,0.0,0.0
